"LATITUDE","LONGITUDE","CODE_POSTAL","NOM_DEPARTEMENT"
41.710548,8.795868,20140,"CORSE-DU-SUD"
41.716786,8.917652,20113,"CORSE-DU-SUD"
41.718633,9.145631,20170,"CORSE-DU-SUD"
41.718769,8.920563,20113,"CORSE-DU-SUD"
41.718875,8.874166,20113,"CORSE-DU-SUD"
41.728817,8.79863,20140,"CORSE-DU-SUD"
41.737799,8.784373,20140,"CORSE-DU-SUD"
41.748462,9.170266,20124,"CORSE-DU-SUD"
41.765952,9.139557,20122,"CORSE-DU-SUD"
41.774544,8.902218,20140,"CORSE-DU-SUD"
41.776412,9.394367,20145,"CORSE-DU-SUD"
41.79644,8.739927,20138,"CORSE-DU-SUD"
41.80752,8.762402,20138,"CORSE-DU-SUD"
41.836502,8.781212,20166,"CORSE-DU-SUD"
41.837165,9.36978,20145,"CORSE-DU-SUD"
41.847347,9.350836,20145,"CORSE-DU-SUD"
41.853239,9.400246,20145,"CORSE-DU-SUD"
41.856194,9.399284,20145,"CORSE-DU-SUD"
41.857929,9.38919,20145,"CORSE-DU-SUD"
41.861681,9.39802,20240,"HAUTE-CORSE"
41.863043,8.795177,20166,"CORSE-DU-SUD"
41.876376,8.974323,20190,"CORSE-DU-SUD"
41.88238,8.782327,20166,"CORSE-DU-SUD"
41.882954,9.395149,20240,"HAUTE-CORSE"
41.886261,8.801209,20166,"CORSE-DU-SUD"
41.889716,9.396037,20240,"HAUTE-CORSE"
41.89609,8.809466,20166,"CORSE-DU-SUD"
41.90167,8.812639,20166,"CORSE-DU-SUD"
41.90735,9.129787,20132,"CORSE-DU-SUD"
41.908989,8.650057,20000,"CORSE-DU-SUD"
41.909359,9.126945,20132,"CORSE-DU-SUD"
41.910304,8.721622,20000,"CORSE-DU-SUD"
41.9136,8.724556,20000,"CORSE-DU-SUD"
41.91726,8.73895,20000,"CORSE-DU-SUD"
41.920066,8.737451,20000,"CORSE-DU-SUD"
41.92051,8.738505,20000,"CORSE-DU-SUD"
41.9209,8.736125,20000,"CORSE-DU-SUD"
41.922717,8.738299,20000,"CORSE-DU-SUD"
41.924456,8.738837,20000,"CORSE-DU-SUD"
41.926487,8.737041,20000,"CORSE-DU-SUD"
41.927744,8.738844,20090,"CORSE-DU-SUD"
41.933206,8.681399,20000,"CORSE-DU-SUD"
41.933507,8.758318,20090,"CORSE-DU-SUD"
41.933564,8.755313,20090,"CORSE-DU-SUD"
41.933596,8.791337,20000,"CORSE-DU-SUD"
41.9347926638,8.70132275974,20167,"Corse-du-Sud"
41.94913,8.733475,20090,"CORSE-DU-SUD"
41.954349,9.395862,20240,"HAUTE-CORSE"
41.963967,8.845537,20167,"CORSE-DU-SUD"
41.983259,8.67187,20167,"CORSE-DU-SUD"
41.984801,9.400852,20243,"HAUTE-CORSE"
42.000824,9.047673,20119,"CORSE-DU-SUD"
42.004075,9.442588,20240,"HAUTE-CORSE"
42.012359,9.409336,20240,"HAUTE-CORSE"
42.016245,9.404773,20240,"HAUTE-CORSE"
42.017409,9.406462,20240,"HAUTE-CORSE"
42.030819,8.763324,20111,"CORSE-DU-SUD"
42.048067,8.749145,20111,"CORSE-DU-SUD"
42.064091,8.739871,20111,"CORSE-DU-SUD"
42.071377,8.730002,20111,"CORSE-DU-SUD"
42.112662,9.549057,20270,"HAUTE-CORSE"
42.113567,8.702228,20118,"CORSE-DU-SUD"
42.113941,9.119454,20219,"HAUTE-CORSE"
42.127029,9.510121,20270,"HAUTE-CORSE"
42.133747,8.596786,20130,"CORSE-DU-SUD"
42.134552,8.594119,20130,"CORSE-DU-SUD"
42.135035,8.602749,20130,"CORSE-DU-SUD"
42.136624,8.616291,20130,"CORSE-DU-SUD"
42.137333,8.59962,20130,"CORSE-DU-SUD"
42.139002,8.596842,20130,"CORSE-DU-SUD"
42.152309,9.152605,20219,"HAUTE-CORSE"
42.152796,8.732502,20118,"CORSE-DU-SUD"
42.155198,8.607524,20130,"CORSE-DU-SUD"
42.160656,8.616742,20130,"CORSE-DU-SUD"
42.163593,8.789207,20160,"CORSE-DU-SUD"
42.164307,8.601853,20130,"CORSE-DU-SUD"
42.189181,8.911947,20125,"CORSE-DU-SUD"
42.200352,9.538676,20230,"HAUTE-CORSE"
42.213498,8.581097,20115,"CORSE-DU-SUD"
42.237801,8.636442,20115,"CORSE-DU-SUD"
42.24977,8.624007,20115,"CORSE-DU-SUD"
42.250794,8.816347,20126,"CORSE-DU-SUD"
42.251572,8.79271,20126,"CORSE-DU-SUD"
42.260702,8.721343,20150,"CORSE-DU-SUD"
42.261238,8.709807,20150,"CORSE-DU-SUD"
42.267431,8.694976,20150,"CORSE-DU-SUD"
42.267753,8.702397,20150,"CORSE-DU-SUD"
42.283245,8.691388,20147,"CORSE-DU-SUD"
42.28503,8.69286,20147,"CORSE-DU-SUD"
42.300984,9.151837,20250,"HAUTE-CORSE"
42.300985,9.150815,20250,"HAUTE-CORSE"
42.302446,9.155351,20250,"HAUTE-CORSE"
42.303219,9.148931,20250,"HAUTE-CORSE"
42.305194,9.153122,20250,"HAUTE-CORSE"
42.307061,8.645542,20147,"CORSE-DU-SUD"
42.307235,9.15054,20250,"HAUTE-CORSE"
42.308409,9.151606,20250,"HAUTE-CORSE"
42.318588,9.537173,20221,"HAUTE-CORSE"
42.319265,9.541167,20221,"HAUTE-CORSE"
42.328969,9.537718,20221,"HAUTE-CORSE"
42.339035,9.538465,20221,"HAUTE-CORSE"
42.374551,9.529998,20230,"HAUTE-CORSE"
42.375983,9.36799,20229,"HAUTE-CORSE"
42.385365,2.613236,66260,"PYRENEES-ORIENTALES"
42.387303,2.03478,66340,"PYRENEES-ORIENTALES"
42.391241,9.526152,20230,"HAUTE-CORSE"
42.399559,9.191271,20236,"HAUTE-CORSE"
42.400108,9.490761,20230,"HAUTE-CORSE"
42.403666,2.478492,66230,"PYRENEES-ORIENTALES"
42.40384,2.479402,66230,"PYRENEES-ORIENTALES"
42.40405,2.480173,66230,"PYRENEES-ORIENTALES"
42.405057,9.531908,20230,"HAUTE-CORSE"
42.408162,2.404825,66230,"PYRENEES-ORIENTALES"
42.408397,2.468931,66230,"PYRENEES-ORIENTALES"
42.409298,1.988109,66340,"PYRENEES-ORIENTALES"
42.411211,2.61721,66260,"PYRENEES-ORIENTALES"
42.413964,8.643906,20245,"HAUTE-CORSE"
42.414637,1.965606,66340,"PYRENEES-ORIENTALES"
42.426389,9.540648,20230,"HAUTE-CORSE"
42.426529,2.790661,66480,"PYRENEES-ORIENTALES"
42.428208,9.481104,20230,"HAUTE-CORSE"
42.435933,9.470297,20230,"HAUTE-CORSE"
42.437155,1.944083,66760,"PYRENEES-ORIENTALES"
42.43838,2.034163,66800,"PYRENEES-ORIENTALES"
42.438448,2.033788,66800,"PYRENEES-ORIENTALES"
42.438714,9.50995,20230,"HAUTE-CORSE"
42.439323,2.037225,66800,"PYRENEES-ORIENTALES"
42.440306,2.032163,66800,"PYRENEES-ORIENTALES"
42.442407,9.50942,20213,"HAUTE-CORSE"
42.44548,9.515837,20213,"HAUTE-CORSE"
42.453742,2.621127,66150,"PYRENEES-ORIENTALES"
42.456409,3.165489,66290,"PYRENEES-ORIENTALES"
42.459497,2.039186,66800,"PYRENEES-ORIENTALES"
42.459641,2.038333,66800,"PYRENEES-ORIENTALES"
42.459852,1.938947,66760,"PYRENEES-ORIENTALES"
42.460203,1.908623,66760,"PYRENEES-ORIENTALES"
42.462059,1.936203,66760,"PYRENEES-ORIENTALES"
42.462444,9.205602,20218,"HAUTE-CORSE"
42.463746,2.033911,66800,"PYRENEES-ORIENTALES"
42.466169,8.678751,20245,"HAUTE-CORSE"
42.467093,2.654388,66150,"PYRENEES-ORIENTALES"
42.468846,2.577921,66150,"PYRENEES-ORIENTALES"
42.469858,2.668117,66110,"PYRENEES-ORIENTALES"
42.469945,1.996658,66800,"PYRENEES-ORIENTALES"
42.47146,9.124926,20218,"HAUTE-CORSE"
42.473289,2.669256,66110,"PYRENEES-ORIENTALES"
42.47354,2.668344,66110,"PYRENEES-ORIENTALES"
42.474122,2.667587,66110,"PYRENEES-ORIENTALES"
42.475203,2.671132,66110,"PYRENEES-ORIENTALES"
42.475535,3.123056,66650,"PYRENEES-ORIENTALES"
42.47808,1.952814,66760,"PYRENEES-ORIENTALES"
42.478701,8.685756,20214,"HAUTE-CORSE"
42.478873,3.139387,66650,"PYRENEES-ORIENTALES"
42.479518,2.674838,66110,"PYRENEES-ORIENTALES"
42.480095,3.133505,66650,"PYRENEES-ORIENTALES"
42.480367,2.682128,66110,"PYRENEES-ORIENTALES"
42.480986,2.678754,66110,"PYRENEES-ORIENTALES"
42.482601,2.695884,66400,"PYRENEES-ORIENTALES"
42.483141,3.126272,66650,"PYRENEES-ORIENTALES"
42.485056,2.748848,66400,"PYRENEES-ORIENTALES"
42.486025,2.746977,66400,"PYRENEES-ORIENTALES"
42.487283,3.126765,66650,"PYRENEES-ORIENTALES"
42.489696,2.776356,66400,"PYRENEES-ORIENTALES"
42.492436,2.7636,66400,"PYRENEES-ORIENTALES"
42.493322,2.7905,66480,"PYRENEES-ORIENTALES"
42.494669,2.71539,66400,"PYRENEES-ORIENTALES"
42.497779,2.814145,66480,"PYRENEES-ORIENTALES"
42.499652,2.041996,66120,"PYRENEES-ORIENTALES"
42.500787,8.792641,20214,"HAUTE-CORSE"
42.501974,2.077743,66210,"PYRENEES-ORIENTALES"
42.502444,2.077622,66210,"PYRENEES-ORIENTALES"
42.503797,2.019808,66120,"PYRENEES-ORIENTALES"
42.503807,2.016406,66120,"PYRENEES-ORIENTALES"
42.504047,2.037878,66120,"PYRENEES-ORIENTALES"
42.504327,2.039111,66120,"PYRENEES-ORIENTALES"
42.504541,2.037302,66120,"PYRENEES-ORIENTALES"
42.504855,2.033376,66120,"PYRENEES-ORIENTALES"
42.506357,2.041684,66120,"PYRENEES-ORIENTALES"
42.508683,2.76761,66400,"PYRENEES-ORIENTALES"
42.509045,2.782816,66490,"PYRENEES-ORIENTALES"
42.509981,2.129178,66210,"PYRENEES-ORIENTALES"
42.510799,2.178314,66360,"PYRENEES-ORIENTALES"
42.513894,2.853475,66160,"PYRENEES-ORIENTALES"
42.514102,3.106674,66660,"PYRENEES-ORIENTALES"
42.516966,3.10582,66660,"PYRENEES-ORIENTALES"
42.51942,3.039737,66700,"PYRENEES-ORIENTALES"
42.522312,3.103024,66660,"PYRENEES-ORIENTALES"
42.522828,9.440161,20290,"HAUTE-CORSE"
42.523762,3.087264,66190,"PYRENEES-ORIENTALES"
42.524079,2.94516,66740,"PYRENEES-ORIENTALES"
42.524141,2.935977,66740,"PYRENEES-ORIENTALES"
42.524426,3.089905,66190,"PYRENEES-ORIENTALES"
42.524452,3.089917,66190,"PYRENEES-ORIENTALES"
42.525317,3.082617,66190,"PYRENEES-ORIENTALES"
42.525776,2.835537,66160,"PYRENEES-ORIENTALES"
42.52586,3.082495,66190,"PYRENEES-ORIENTALES"
42.526469,3.083656,66190,"PYRENEES-ORIENTALES"
42.526977,2.122819,66210,"PYRENEES-ORIENTALES"
42.528771,3.078574,66190,"PYRENEES-ORIENTALES"
42.529785,2.128254,66210,"PYRENEES-ORIENTALES"
42.532614,3.078243,66190,"PYRENEES-ORIENTALES"
42.533317,2.834067,66160,"PYRENEES-ORIENTALES"
42.534969,2.960155,66690,"PYRENEES-ORIENTALES"
42.5352193463,3.02429862885,66700,"Pyrénées-Orientales"
42.535424,2.956493,66690,"PYRENEES-ORIENTALES"
42.535491,3.031957,66700,"PYRENEES-ORIENTALES"
42.53665,8.721184,20260,"HAUTE-CORSE"
42.536795,3.005409,66700,"PYRENEES-ORIENTALES"
42.536918,3.054581,66700,"PYRENEES-ORIENTALES"
42.541626,3.032408,66700,"PYRENEES-ORIENTALES"
42.542973,3.00916,66700,"PYRENEES-ORIENTALES"
42.543054,8.934535,20225,"HAUTE-CORSE"
42.543421,8.760251,20260,"HAUTE-CORSE"
42.543963,3.036537,66700,"PYRENEES-ORIENTALES"
42.54397,3.005823,66700,"PYRENEES-ORIENTALES"
42.544067,2.384856,66820,"PYRENEES-ORIENTALES"
42.54433,2.389178,66820,"PYRENEES-ORIENTALES"
42.544441,8.753425,20260,"HAUTE-CORSE"
42.5454874755,8.7595487404,20260,"Haute-Corse"
42.54663,3.028771,66700,"PYRENEES-ORIENTALES"
42.547003,3.047723,66700,"PYRENEES-ORIENTALES"
42.547232,2.388003,66820,"PYRENEES-ORIENTALES"
42.547933,3.048389,66700,"PYRENEES-ORIENTALES"
42.548427,3.019423,66700,"PYRENEES-ORIENTALES"
42.550112,2.381706,66820,"PYRENEES-ORIENTALES"
42.550477,9.444599,20290,"HAUTE-CORSE"
42.550515,3.044942,66700,"PYRENEES-ORIENTALES"
42.550729,3.047666,66700,"PYRENEES-ORIENTALES"
42.550767,3.010772,66700,"PYRENEES-ORIENTALES"
42.551215,2.97079,66690,"PYRENEES-ORIENTALES"
42.551458,3.046766,66700,"PYRENEES-ORIENTALES"
42.552021,3.028807,66700,"PYRENEES-ORIENTALES"
42.553756,2.389285,66820,"PYRENEES-ORIENTALES"
42.554092,8.762419,20260,"HAUTE-CORSE"
42.554384,2.388035,66820,"PYRENEES-ORIENTALES"
42.555088,3.024192,66700,"PYRENEES-ORIENTALES"
42.555392,2.386794,66820,"PYRENEES-ORIENTALES"
42.555474,3.046569,66700,"PYRENEES-ORIENTALES"
42.557436,3.044834,66700,"PYRENEES-ORIENTALES"
42.557784,3.041775,66700,"PYRENEES-ORIENTALES"
42.557807,8.747594,20260,"HAUTE-CORSE"
42.557835,3.043898,66700,"PYRENEES-ORIENTALES"
42.558682,8.752376,20260,"HAUTE-CORSE"
42.558946,9.526325,20290,"HAUTE-CORSE"
42.560025,3.00064,66700,"PYRENEES-ORIENTALES"
42.560463,3.044075,66700,"PYRENEES-ORIENTALES"
42.560941,3.018611,66700,"PYRENEES-ORIENTALES"
42.561246,9.52274,20290,"HAUTE-CORSE"
42.561425,3.045529,66700,"PYRENEES-ORIENTALES"
42.56224,8.803588,20260,"HAUTE-CORSE"
42.562904,2.870696,66300,"PYRENEES-ORIENTALES"
42.563057,8.752427,20260,"HAUTE-CORSE"
42.56308,8.820673,20260,"HAUTE-CORSE"
42.56387,3.034011,66700,"PYRENEES-ORIENTALES"
42.564455,9.526571,20290,"HAUTE-CORSE"
42.5650078478,2.80463901382,66300,"Pyrénées-Orientales"
42.566104,8.757162,20260,"HAUTE-CORSE"
42.566107,2.386251,66820,"PYRENEES-ORIENTALES"
42.566109,8.754694,20260,"HAUTE-CORSE"
42.566301,8.756389,20260,"HAUTE-CORSE"
42.56653,8.75773,20260,"HAUTE-CORSE"
42.566869,8.753346,20260,"HAUTE-CORSE"
42.568044,2.320927,66360,"PYRENEES-ORIENTALES"
42.56819,3.004454,66700,"PYRENEES-ORIENTALES"
42.568468,2.07163,66210,"PYRENEES-ORIENTALES"
42.568507,3.007701,66700,"PYRENEES-ORIENTALES"
42.569023,8.756528,20260,"HAUTE-CORSE"
42.569108,3.000019,66700,"PYRENEES-ORIENTALES"
42.569631,3.027017,66700,"PYRENEES-ORIENTALES"
42.572041,3.025112,66700,"PYRENEES-ORIENTALES"
42.573991,2.774208,66300,"PYRENEES-ORIENTALES"
42.574031,2.070294,66210,"PYRENEES-ORIENTALES"
42.574766,3.035169,66700,"PYRENEES-ORIENTALES"
42.576064,3.003528,66700,"PYRENEES-ORIENTALES"
42.576349,2.0701,66210,"PYRENEES-ORIENTALES"
42.576757,8.813219,20260,"HAUTE-CORSE"
42.576966,2.8465,66300,"PYRENEES-ORIENTALES"
42.577986,9.172205,20218,"HAUTE-CORSE"
42.5797574108,2.05268528008,66210,"Pyrénées-Orientales"
42.583006,8.821054,20260,"HAUTE-CORSE"
42.583465,9.018399,20226,"HAUTE-CORSE"
42.585318,9.016926,20226,"HAUTE-CORSE"
42.587027,1.797576,9390,"ARIEGE"
42.587708,9.02127,20226,"HAUTE-CORSE"
42.590606,1.802734,9390,"ARIEGE"
42.598996,8.901187,20220,"HAUTE-CORSE"
42.599340833,8.90040924261,20220,"Haute-Corse"
42.599581,9.494423,20290,"HAUTE-CORSE"
42.60203,2.977134,66200,"PYRENEES-ORIENTALES"
42.603068,2.39823,66500,"PYRENEES-ORIENTALES"
42.603337,8.884209,20220,"HAUTE-CORSE"
42.604081,8.929568,20220,"HAUTE-CORSE"
42.605404,3.002434,66200,"PYRENEES-ORIENTALES"
42.606141,3.038887,66750,"PYRENEES-ORIENTALES"
42.606224,3.031001,66750,"PYRENEES-ORIENTALES"
42.607416,3.039646,66750,"PYRENEES-ORIENTALES"
42.608138,8.863494,20220,"HAUTE-CORSE"
42.608182,8.860713,20220,"HAUTE-CORSE"
42.608359,8.872957,20220,"HAUTE-CORSE"
42.608417,8.860612,20220,"HAUTE-CORSE"
42.608836,8.861446,20220,"HAUTE-CORSE"
42.609391,3.036264,66750,"PYRENEES-ORIENTALES"
42.609684,2.979329,66200,"PYRENEES-ORIENTALES"
42.611045,2.49591,66320,"PYRENEES-ORIENTALES"
42.611341,9.48225,20620,"HAUTE-CORSE"
42.612021,8.962244,20220,"HAUTE-CORSE"
42.613898,2.097702,66210,"PYRENEES-ORIENTALES"
42.614253,2.102892,66210,"PYRENEES-ORIENTALES"
42.6145021996,2.43074849066,66500,"Pyrénées-Orientales"
42.614685,2.999692,66750,"PYRENEES-ORIENTALES"
42.61511,9.443916,20620,"HAUTE-CORSE"
42.616004,3.023814,66750,"PYRENEES-ORIENTALES"
42.616352,2.422937,66500,"PYRENEES-ORIENTALES"
42.616666,8.940231,20220,"HAUTE-CORSE"
42.618831,3.029521,66750,"PYRENEES-ORIENTALES"
42.619169,3.034672,66750,"PYRENEES-ORIENTALES"
42.619353,2.417332,66500,"PYRENEES-ORIENTALES"
42.622187,2.426748,66500,"PYRENEES-ORIENTALES"
42.622619,8.899822,20256,"HAUTE-CORSE"
42.622682,3.032284,66750,"PYRENEES-ORIENTALES"
42.623437,3.024951,66750,"PYRENEES-ORIENTALES"
42.626042,8.937711,20220,"HAUTE-CORSE"
42.629024,9.002796,20226,"HAUTE-CORSE"
42.630228,8.932137,20220,"HAUTE-CORSE"
42.630638,8.956012,20220,"HAUTE-CORSE"
42.63089,8.951338,20220,"HAUTE-CORSE"
42.630994,8.926549,20220,"HAUTE-CORSE"
42.631345,9.354657,20232,"HAUTE-CORSE"
42.631766,8.931661,20220,"HAUTE-CORSE"
42.631928,8.93858,20220,"HAUTE-CORSE"
42.632275,8.932366,20220,"HAUTE-CORSE"
