"ID_SOIREE","ID_FESTIVAL","DATE_SOIREE","STATUT"
63,9,"14-03-2020","Disponible"
64,9,"15-03-2020","Disponible"
65,9,"16-03-2020","Disponible"
66,9,"17-03-2020","Disponible"
67,9,"18-03-2020","Disponible"
68,9,"19-03-2020","Disponible"
69,9,"20-03-2020","Disponible"
70,9,"21-03-2020","Disponible"
71,9,"22-03-2020","Disponible"
72,9,"23-03-2020","Disponible"
73,9,"24-03-2020","Disponible"
74,9,"25-03-2020","Disponible"
75,9,"26-03-2020","Disponible"
76,9,"27-03-2020","Disponible"
77,9,"28-03-2020","Disponible"
78,9,"29-03-2020","Disponible"
79,10,"13-04-2020","Disponible"
80,11,"22-01-2020","Disponible"
81,11,"23-01-2020","Disponible"
82,11,"24-01-2020","Disponible"
83,11,"25-01-2020","Disponible"
84,11,"26-01-2020","Disponible"
85,11,"27-01-2020","Disponible"
86,11,"28-01-2020","Disponible"
87,11,"29-01-2020","Disponible"
88,11,"30-01-2020","Disponible"
89,11,"31-01-2020","Disponible"
90,11,"01-02-2020","Disponible"
91,12,"27-01-2020","Disponible"
92,13,"31-01-2020","Disponible"
93,13,"01-02-2020","Disponible"
94,13,"02-02-2020","Disponible"
95,13,"03-02-2020","Disponible"
96,13,"04-02-2020","Disponible"
97,13,"05-02-2020","Disponible"
98,13,"06-02-2020","Disponible"
99,13,"07-02-2020","Disponible"
100,13,"08-02-2020","Disponible"
101,13,"09-02-2020","Disponible"
102,14,"19-02-2020","Disponible"
103,14,"20-02-2020","Disponible"
104,14,"21-02-2020","Disponible"
105,14,"22-02-2020","Disponible"
106,15,"23-02-2020","Disponible"
107,16,"12-04-2020","Disponible"
108,16,"13-04-2020","Disponible"
109,17,"11-04-2020","Disponible"
110,17,"12-04-2020","Disponible"
111,18,"15-07-2020","Disponible"
112,18,"16-07-2020","Disponible"
113,18,"17-07-2020","Disponible"
114,18,"18-07-2020","Disponible"
115,18,"19-07-2020","Disponible"
116,18,"20-07-2020","Disponible"
117,18,"21-07-2020","Disponible"
118,18,"22-07-2020","Disponible"
119,19,"16-07-2020","Disponible"
120,19,"17-07-2020","Disponible"
121,19,"18-07-2020","Disponible"
122,19,"19-07-2020","Disponible"
123,19,"20-07-2020","Disponible"
124,20,"15-07-2020","Disponible"
125,20,"16-07-2020","Disponible"
126,20,"17-07-2020","Disponible"
127,20,"18-07-2020","Disponible"
128,20,"19-07-2020","Disponible"
129,21,"25-07-2020","Disponible"
130,21,"26-07-2020","Disponible"
131,21,"27-07-2020","Disponible"
132,21,"28-07-2020","Disponible"
133,21,"29-07-2020","Disponible"
134,21,"30-07-2020","Disponible"
135,21,"31-07-2020","Disponible"
136,21,"01-08-2020","Disponible"
137,21,"02-08-2020","Disponible"
138,21,"03-08-2020","Disponible"
139,21,"04-08-2020","Disponible"
140,21,"05-08-2020","Disponible"
141,21,"06-08-2020","Disponible"
142,21,"07-08-2020","Disponible"
143,21,"08-08-2020","Disponible"
144,21,"09-08-2020","Disponible"
145,21,"10-08-2020","Disponible"
146,21,"11-08-2020","Disponible"
147,21,"12-08-2020","Disponible"
148,21,"13-08-2020","Disponible"
149,21,"14-08-2020","Disponible"
150,22,"03-07-2020","Disponible"
151,22,"04-07-2020","Disponible"
152,22,"05-07-2020","Disponible"
153,22,"06-07-2020","Disponible"
154,22,"07-07-2020","Disponible"
155,22,"08-07-2020","Disponible"
156,22,"09-07-2020","Disponible"
157,22,"10-07-2020","Disponible"
158,22,"11-07-2020","Disponible"
159,22,"12-07-2020","Disponible"
160,22,"13-07-2020","Disponible"
161,22,"14-07-2020","Disponible"
162,22,"15-07-2020","Disponible"
163,22,"16-07-2020","Disponible"
164,22,"17-07-2020","Disponible"
165,22,"18-07-2020","Disponible"
166,22,"19-07-2020","Disponible"
167,22,"20-07-2020","Disponible"
168,22,"21-07-2020","Disponible"
169,23,"04-07-2020","Disponible"
170,23,"05-07-2020","Disponible"
171,24,"03-07-2020","Disponible"
172,24,"04-07-2020","Disponible"
173,24,"05-07-2020","Disponible"
174,25,"12-07-2020","Disponible"
175,25,"13-07-2020","Disponible"
176,26,"19-07-2020","Disponible"
177,26,"20-07-2020","Disponible"
178,27,"18-07-2020","Disponible"
179,27,"19-07-2020","Disponible"
180,28,"27-07-2020","Disponible"
181,28,"28-07-2020","Disponible"
182,28,"29-07-2020","Disponible"
183,28,"30-07-2020","Disponible"
184,28,"31-07-2020","Disponible"
185,28,"01-08-2020","Disponible"
186,28,"02-08-2020","Disponible"
187,28,"03-08-2020","Disponible"
188,28,"04-08-2020","Disponible"
189,28,"05-08-2020","Disponible"
190,28,"06-08-2020","Disponible"
191,28,"07-08-2020","Disponible"
192,28,"08-08-2020","Disponible"
193,28,"09-08-2020","Disponible"
194,29,"31-05-2020","Disponible"
195,29,"01-06-2020","Disponible"
196,30,"30-05-2020","Disponible"
197,30,"31-05-2020","Disponible"
198,31,"29-05-2020","Disponible"
199,31,"30-05-2020","Disponible"
200,31,"31-05-2020","Disponible"
201,31,"01-06-2020","Disponible"
202,32,"29-05-2020","Disponible"
203,32,"30-05-2020","Disponible"
204,32,"31-05-2020","Disponible"
205,33,"24-05-2020","Disponible"
206,34,"23-05-2020","Disponible"
207,34,"24-05-2020","Disponible"
208,35,"07-06-2020","Disponible"
209,35,"08-06-2020","Disponible"
210,36,"08-06-2020","Disponible"
211,37,"08-06-2020","Disponible"
212,37,"07-06-2020","Disponible"
213,38,"18-05-2020","Disponible"
214,39,"18-05-2020","Disponible"
215,40,"29-06-2020","Disponible"
216,40,"28-06-2020","Disponible"
217,41,"06-02-2020","Disponible"
218,41,"07-02-2020","Disponible"
219,41,"08-02-2020","Disponible"
220,41,"09-02-2020","Disponible"
221,41,"10-02-2020","Disponible"
222,41,"11-02-2020","Disponible"
223,41,"12-02-2020","Disponible"
224,41,"13-02-2020","Disponible"
225,41,"14-02-2020","Disponible"
226,41,"15-02-2020","Disponible"
227,42,"26-04-2020","Disponible"
228,42,"27-04-2020","Disponible"
229,43,"27-06-2020","Disponible"
230,43,"28-06-2020","Disponible"
231,43,"29-06-2020","Disponible"
232,44,"17-05-2020","Disponible"
233,44,"18-05-2020","Disponible"
234,45,"18-05-2020","Disponible"
235,45,"19-05-2020","Disponible"
236,45,"20-05-2020","Disponible"
237,45,"21-05-2020","Disponible"
238,45,"22-05-2020","Disponible"
239,45,"23-05-2020","Disponible"
240,45,"24-05-2020","Disponible"
241,45,"25-05-2020","Disponible"
242,45,"26-05-2020","Disponible"
243,45,"27-05-2020","Disponible"
244,45,"28-05-2020","Disponible"
245,45,"29-05-2020","Disponible"
246,45,"30-05-2020","Disponible"
247,45,"31-05-2020","Disponible"
248,45,"01-06-2020","Disponible"
249,45,"02-06-2020","Disponible"
250,45,"03-06-2020","Disponible"
251,45,"04-06-2020","Disponible"
252,45,"05-06-2020","Disponible"
253,45,"06-06-2020","Disponible"
254,45,"07-06-2020","Disponible"
255,45,"08-06-2020","Disponible"
256,45,"09-06-2020","Disponible"
257,45,"10-06-2020","Disponible"
258,45,"11-06-2020","Disponible"
259,45,"12-06-2020","Disponible"
260,45,"13-06-2020","Disponible"
261,45,"14-06-2020","Disponible"
262,46,"02-03-2020","Disponible"
263,46,"03-03-2020","Disponible"
264,46,"04-03-2020","Disponible"
265,46,"05-03-2020","Disponible"
266,46,"06-03-2020","Disponible"
267,46,"07-03-2020","Disponible"
268,46,"08-03-2020","Disponible"
269,46,"09-03-2020","Disponible"
270,47,"08-06-2020","Disponible"
271,47,"09-06-2020","Disponible"
272,47,"10-06-2020","Disponible"
273,47,"11-06-2020","Disponible"
274,47,"12-06-2020","Disponible"
275,47,"13-06-2020","Disponible"
276,47,"14-06-2020","Disponible"
277,47,"15-06-2020","Disponible"
278,47,"16-06-2020","Disponible"
279,47,"17-06-2020","Disponible"
280,47,"18-06-2020","Disponible"
281,47,"19-06-2020","Disponible"
282,47,"20-06-2020","Disponible"
283,47,"21-06-2020","Disponible"
284,47,"22-06-2020","Disponible"
285,47,"23-06-2020","Disponible"
286,47,"24-06-2020","Disponible"
287,47,"25-06-2020","Disponible"
288,47,"26-06-2020","Disponible"
289,47,"27-06-2020","Disponible"
290,47,"28-06-2020","Disponible"
291,47,"29-06-2020","Disponible"
292,47,"30-06-2020","Disponible"
293,47,"01-07-2020","Disponible"
294,47,"02-07-2020","Disponible"
295,47,"03-07-2020","Disponible"
296,47,"04-07-2020","Disponible"
297,47,"05-07-2020","Disponible"
298,47,"06-07-2020","Disponible"
299,47,"07-07-2020","Disponible"
300,47,"08-07-2020","Disponible"
301,47,"09-07-2020","Disponible"
302,47,"10-07-2020","Disponible"
303,47,"11-07-2020","Disponible"
304,47,"12-07-2020","Disponible"
305,47,"13-07-2020","Disponible"
306,47,"14-07-2020","Disponible"
307,47,"15-07-2020","Disponible"
308,47,"16-07-2020","Disponible"
309,47,"17-07-2020","Disponible"
310,47,"18-07-2020","Disponible"
311,47,"19-07-2020","Disponible"
312,47,"20-07-2020","Disponible"
313,47,"21-07-2020","Disponible"
314,47,"22-07-2020","Disponible"
315,47,"23-07-2020","Disponible"
316,47,"24-07-2020","Disponible"
317,47,"25-07-2020","Disponible"
318,47,"26-07-2020","Disponible"
319,47,"27-07-2020","Disponible"
320,48,"22-06-2020","Disponible"
321,49,"11-07-2020","Disponible"
322,49,"12-07-2020","Disponible"
323,49,"13-07-2020","Disponible"
324,50,"18-07-2020","Disponible"
325,50,"19-07-2020","Disponible"
326,50,"20-07-2020","Disponible"
327,51,"15-07-2020","Disponible"
328,51,"16-07-2020","Disponible"
329,51,"17-07-2020","Disponible"
330,51,"18-07-2020","Disponible"
331,51,"19-07-2020","Disponible"
332,51,"20-07-2020","Disponible"
333,51,"21-07-2020","Disponible"
334,51,"22-07-2020","Disponible"
335,51,"23-07-2020","Disponible"
336,51,"24-07-2020","Disponible"
337,51,"25-07-2020","Disponible"
338,52,"18-07-2020","Disponible"
339,52,"19-07-2020","Disponible"
340,52,"20-07-2020","Disponible"
341,53,"05-07-2020","Disponible"
342,53,"06-07-2020","Disponible"
343,53,"07-07-2020","Disponible"
344,53,"08-07-2020","Disponible"
345,53,"09-07-2020","Disponible"
346,53,"10-07-2020","Disponible"
347,53,"11-07-2020","Disponible"
348,53,"12-07-2020","Disponible"
349,53,"13-07-2020","Disponible"
350,53,"14-07-2020","Disponible"
351,53,"15-07-2020","Disponible"
352,53,"16-07-2020","Disponible"
353,53,"17-07-2020","Disponible"
354,53,"18-07-2020","Disponible"
355,53,"19-07-2020","Disponible"
356,53,"20-07-2020","Disponible"
357,53,"21-07-2020","Disponible"
358,53,"22-07-2020","Disponible"
359,53,"23-07-2020","Disponible"
360,53,"24-07-2020","Disponible"
361,53,"25-07-2020","Disponible"
362,53,"26-07-2020","Disponible"
363,53,"27-07-2020","Disponible"
364,54,"05-07-2020","Disponible"
365,55,"02-08-2020","Disponible"
366,55,"03-08-2020","Disponible"
367,56,"02-08-2020","Disponible"
368,56,"03-08-2020","Disponible"
369,57,"05-07-2020","Disponible"
370,58,"06-07-2020","Disponible"
371,59,"19-07-2020","Disponible"
372,60,"19-07-2020","Disponible"
373,60,"20-07-2020","Disponible"
374,60,"21-07-2020","Disponible"
375,60,"22-07-2020","Disponible"
376,60,"23-07-2020","Disponible"
377,60,"24-07-2020","Disponible"
378,61,"26-07-2020","Disponible"
379,61,"25-07-2020","Disponible"
380,62,"10-08-2020","Disponible"
381,63,"30-08-2020","Disponible"
382,63,"31-08-2020","Disponible"
383,63,"01-09-2020","Disponible"
384,63,"02-09-2020","Disponible"
385,63,"03-09-2020","Disponible"
386,63,"04-09-2020","Disponible"
387,63,"05-09-2020","Disponible"
388,63,"06-09-2020","Disponible"
389,63,"07-09-2020","Disponible"
390,63,"08-09-2020","Disponible"
391,64,"23-08-2020","Disponible"
392,65,"23-08-2020","Disponible"
393,66,"08-02-2020","Disponible"
394,67,"02-04-2020","Disponible"
395,67,"03-04-2020","Disponible"
396,67,"04-04-2020","Disponible"
397,67,"05-04-2020","Disponible"
398,68,"01-03-2020","Disponible"
399,68,"02-03-2020","Disponible"
400,68,"03-03-2020","Disponible"
401,68,"04-03-2020","Disponible"
402,68,"05-03-2020","Disponible"
403,68,"06-03-2020","Disponible"
404,68,"07-03-2020","Disponible"
405,68,"08-03-2020","Disponible"
406,68,"09-03-2020","Disponible"
407,68,"10-03-2020","Disponible"
408,68,"11-03-2020","Disponible"
409,68,"12-03-2020","Disponible"
410,68,"13-03-2020","Disponible"
411,68,"14-03-2020","Disponible"
412,68,"15-03-2020","Disponible"
413,68,"16-03-2020","Disponible"
414,68,"17-03-2020","Disponible"
415,68,"18-03-2020","Disponible"
416,68,"19-03-2020","Disponible"
417,68,"20-03-2020","Disponible"
418,68,"21-03-2020","Disponible"
419,68,"22-03-2020","Disponible"
420,68,"23-03-2020","Disponible"
421,68,"24-03-2020","Disponible"
422,68,"25-03-2020","Disponible"
423,68,"26-03-2020","Disponible"
424,68,"27-03-2020","Disponible"
425,68,"28-03-2020","Disponible"
426,68,"29-03-2020","Disponible"
427,68,"30-03-2020","Disponible"
428,69,"13-04-2020","Disponible"
429,69,"12-04-2020","Disponible"
430,70,"09-04-2020","Disponible"
431,70,"10-04-2020","Disponible"
432,70,"11-04-2020","Disponible"
433,70,"12-04-2020","Disponible"
434,70,"13-04-2020","Disponible"
435,70,"14-04-2020","Disponible"
436,70,"15-04-2020","Disponible"
437,71,"18-04-2020","Disponible"
438,71,"19-04-2020","Disponible"
439,71,"20-04-2020","Disponible"
440,72,"25-04-2020","Disponible"
441,72,"26-04-2020","Disponible"
442,72,"27-04-2020","Disponible"
443,72,"28-04-2020","Disponible"
444,73,"23-04-2020","Disponible"
445,73,"24-04-2020","Disponible"
446,73,"25-04-2020","Disponible"
447,73,"26-04-2020","Disponible"
448,74,"26-03-2020","Disponible"
449,74,"27-03-2020","Disponible"
450,74,"28-03-2020","Disponible"
451,74,"29-03-2020","Disponible"
452,74,"30-03-2020","Disponible"
453,74,"31-03-2020","Disponible"
454,74,"01-04-2020","Disponible"
455,74,"02-04-2020","Disponible"
456,74,"03-04-2020","Disponible"
457,74,"04-04-2020","Disponible"
458,74,"05-04-2020","Disponible"
459,74,"06-04-2020","Disponible"
460,74,"07-04-2020","Disponible"
461,74,"08-04-2020","Disponible"
462,74,"09-04-2020","Disponible"
463,74,"10-04-2020","Disponible"
464,74,"11-04-2020","Disponible"
465,74,"12-04-2020","Disponible"
466,74,"13-04-2020","Disponible"
467,75,"22-03-2020","Disponible"
468,75,"23-03-2020","Disponible"
469,75,"24-03-2020","Disponible"
470,75,"25-03-2020","Disponible"
471,75,"26-03-2020","Disponible"
472,75,"27-03-2020","Disponible"
473,75,"28-03-2020","Disponible"
474,75,"29-03-2020","Disponible"
475,75,"30-03-2020","Disponible"
476,76,"28-03-2020","Disponible"
477,76,"29-03-2020","Disponible"
478,76,"30-03-2020","Disponible"
479,77,"07-05-2020","Disponible"
480,77,"08-05-2020","Disponible"
481,77,"09-05-2020","Disponible"
482,77,"10-05-2020","Disponible"
483,77,"11-05-2020","Disponible"
484,78,"03-05-2020","Disponible"
485,78,"04-05-2020","Disponible"
486,79,"11-05-2020","Disponible"
487,79,"12-05-2020","Disponible"
488,79,"13-05-2020","Disponible"
489,79,"14-05-2020","Disponible"
490,79,"15-05-2020","Disponible"
491,79,"16-05-2020","Disponible"
492,79,"17-05-2020","Disponible"
493,80,"10-05-2020","Disponible"
494,81,"22-05-2020","Disponible"
495,81,"23-05-2020","Disponible"
496,81,"24-05-2020","Disponible"
497,82,"21-05-2020","Disponible"
498,82,"22-05-2020","Disponible"
499,82,"23-05-2020","Disponible"
500,83,"01-06-2020","Disponible"
501,84,"01-06-2020","Disponible"
502,85,"01-06-2020","Disponible"
503,85,"02-06-2020","Disponible"
504,85,"03-06-2020","Disponible"
505,85,"04-06-2020","Disponible"
506,85,"05-06-2020","Disponible"
507,85,"06-06-2020","Disponible"
508,85,"07-06-2020","Disponible"
509,85,"08-06-2020","Disponible"
510,85,"09-06-2020","Disponible"
511,85,"10-06-2020","Disponible"
512,85,"11-06-2020","Disponible"
513,85,"12-06-2020","Disponible"
514,85,"13-06-2020","Disponible"
515,85,"14-06-2020","Disponible"
516,85,"15-06-2020","Disponible"
517,85,"16-06-2020","Disponible"
518,85,"17-06-2020","Disponible"
519,85,"18-06-2020","Disponible"
520,85,"19-06-2020","Disponible"
521,85,"20-06-2020","Disponible"
522,85,"21-06-2020","Disponible"
523,85,"22-06-2020","Disponible"
524,86,"01-06-2020","Disponible"
525,86,"31-05-2020","Disponible"
526,87,"19-07-2020","Disponible"
527,87,"18-07-2020","Disponible"
528,88,"19-07-2020","Disponible"
529,88,"20-07-2020","Disponible"
530,89,"06-07-2020","Disponible"
531,89,"07-07-2020","Disponible"
532,89,"08-07-2020","Disponible"
533,89,"09-07-2020","Disponible"
534,90,"06-07-2020","Disponible"
535,90,"07-07-2020","Disponible"
536,90,"08-07-2020","Disponible"
537,90,"09-07-2020","Disponible"
538,90,"10-07-2020","Disponible"
539,90,"11-07-2020","Disponible"
540,90,"12-07-2020","Disponible"
541,90,"13-07-2020","Disponible"
542,90,"14-07-2020","Disponible"
543,90,"15-07-2020","Disponible"
544,90,"16-07-2020","Disponible"
545,90,"17-07-2020","Disponible"
546,90,"18-07-2020","Disponible"
547,90,"19-07-2020","Disponible"
548,90,"20-07-2020","Disponible"
549,90,"21-07-2020","Disponible"
550,90,"22-07-2020","Disponible"
551,90,"23-07-2020","Disponible"
552,90,"24-07-2020","Disponible"
553,90,"25-07-2020","Disponible"
554,90,"26-07-2020","Disponible"
555,90,"27-07-2020","Disponible"
556,91,"11-07-2020","Disponible"
557,91,"12-07-2020","Disponible"
558,91,"13-07-2020","Disponible"
559,92,"09-07-2020","Disponible"
560,92,"10-07-2020","Disponible"
561,92,"11-07-2020","Disponible"
562,92,"12-07-2020","Disponible"
563,92,"13-07-2020","Disponible"
564,93,"20-07-2020","Disponible"
565,93,"19-07-2020","Disponible"
566,94,"25-07-2020","Disponible"
567,94,"26-07-2020","Disponible"
568,95,"12-07-2020","Disponible"
569,95,"13-07-2020","Disponible"
570,95,"14-07-2020","Disponible"
571,96,"17-07-2020","Disponible"
572,96,"18-07-2020","Disponible"
573,96,"19-07-2020","Disponible"
574,97,"13-07-2020","Disponible"
575,98,"09-08-2020","Disponible"
576,98,"10-08-2020","Disponible"
577,99,"29-07-2020","Disponible"
578,99,"30-07-2020","Disponible"
579,99,"31-07-2020","Disponible"
580,99,"01-08-2020","Disponible"
581,99,"02-08-2020","Disponible"
582,99,"03-08-2020","Disponible"
583,100,"25-07-2020","Disponible"
584,100,"26-07-2020","Disponible"
585,100,"27-07-2020","Disponible"
586,101,"07-08-2020","Disponible"
587,101,"08-08-2020","Disponible"
588,101,"09-08-2020","Disponible"
589,102,"05-07-2020","Disponible"
590,102,"06-07-2020","Disponible"
591,103,"05-07-2020","Disponible"
592,103,"06-07-2020","Disponible"
593,104,"05-07-2020","Disponible"
594,104,"06-07-2020","Disponible"
595,105,"10-08-2020","Disponible"
596,106,"14-03-2020","Disponible"
597,106,"15-03-2020","Disponible"
598,106,"16-03-2020","Disponible"
599,106,"17-03-2020","Disponible"
600,106,"18-03-2020","Disponible"
601,106,"19-03-2020","Disponible"
602,106,"20-03-2020","Disponible"
603,106,"21-03-2020","Disponible"
604,106,"22-03-2020","Disponible"
605,106,"23-03-2020","Disponible"
606,106,"24-03-2020","Disponible"
607,106,"25-03-2020","Disponible"
608,106,"26-03-2020","Disponible"
609,106,"27-03-2020","Disponible"
610,106,"28-03-2020","Disponible"
611,106,"29-03-2020","Disponible"
612,107,"15-03-2020","Disponible"
613,107,"16-03-2020","Disponible"
614,107,"17-03-2020","Disponible"
615,107,"18-03-2020","Disponible"
616,107,"19-03-2020","Disponible"
617,107,"20-03-2020","Disponible"
618,107,"21-03-2020","Disponible"
619,107,"22-03-2020","Disponible"
620,107,"23-03-2020","Disponible"
621,108,"10-04-2020","Disponible"
622,108,"11-04-2020","Disponible"
623,108,"12-04-2020","Disponible"
624,108,"13-04-2020","Disponible"
625,108,"14-04-2020","Disponible"
626,108,"15-04-2020","Disponible"
627,108,"16-04-2020","Disponible"
628,108,"17-04-2020","Disponible"
629,108,"18-04-2020","Disponible"
630,108,"19-04-2020","Disponible"
631,108,"20-04-2020","Disponible"
632,108,"21-04-2020","Disponible"
633,109,"10-04-2020","Disponible"
634,109,"11-04-2020","Disponible"
635,109,"12-04-2020","Disponible"
636,110,"29-03-2020","Disponible"
637,110,"30-03-2020","Disponible"
638,110,"31-03-2020","Disponible"
639,110,"01-04-2020","Disponible"
640,110,"02-04-2020","Disponible"
641,110,"03-04-2020","Disponible"
642,110,"04-04-2020","Disponible"
643,110,"05-04-2020","Disponible"
644,110,"06-04-2020","Disponible"
645,110,"07-04-2020","Disponible"
646,110,"08-04-2020","Disponible"
647,110,"09-04-2020","Disponible"
648,110,"10-04-2020","Disponible"
649,110,"11-04-2020","Disponible"
650,110,"12-04-2020","Disponible"
651,111,"02-04-2020","Disponible"
652,111,"03-04-2020","Disponible"
653,111,"04-04-2020","Disponible"
654,111,"05-04-2020","Disponible"
655,111,"06-04-2020","Disponible"
656,112,"03-04-2020","Disponible"
657,112,"04-04-2020","Disponible"
658,112,"05-04-2020","Disponible"
659,112,"06-04-2020","Disponible"
660,112,"07-04-2020","Disponible"
661,112,"08-04-2020","Disponible"
662,112,"09-04-2020","Disponible"
663,112,"10-04-2020","Disponible"
664,112,"11-04-2020","Disponible"
665,112,"12-04-2020","Disponible"
666,113,"13-03-2020","Disponible"
667,113,"14-03-2020","Disponible"
668,113,"15-03-2020","Disponible"
669,113,"16-03-2020","Disponible"
670,114,"29-03-2020","Disponible"
671,114,"30-03-2020","Disponible"
672,114,"31-03-2020","Disponible"
673,114,"01-04-2020","Disponible"
674,114,"02-04-2020","Disponible"
675,114,"03-04-2020","Disponible"
676,114,"04-04-2020","Disponible"
677,114,"05-04-2020","Disponible"
678,115,"14-02-2020","Disponible"
679,115,"15-02-2020","Disponible"
680,115,"16-02-2020","Disponible"
681,115,"17-02-2020","Disponible"
682,115,"18-02-2020","Disponible"
683,115,"19-02-2020","Disponible"
684,115,"20-02-2020","Disponible"
685,115,"21-02-2020","Disponible"
686,115,"22-02-2020","Disponible"
687,115,"23-02-2020","Disponible"
688,115,"24-02-2020","Disponible"
689,115,"25-02-2020","Disponible"
690,115,"26-02-2020","Disponible"
691,115,"27-02-2020","Disponible"
692,115,"28-02-2020","Disponible"
693,115,"29-02-2020","Disponible"
694,115,"01-03-2020","Disponible"
695,115,"02-03-2020","Disponible"
696,116,"23-02-2020","Disponible"
697,117,"06-04-2020","Disponible"
698,117,"05-04-2020","Disponible"
699,118,"27-04-2020","Disponible"
700,118,"26-04-2020","Disponible"
701,119,"21-04-2020","Disponible"
702,119,"22-04-2020","Disponible"
703,119,"23-04-2020","Disponible"
704,119,"24-04-2020","Disponible"
705,119,"25-04-2020","Disponible"
706,120,"01-02-2020","Disponible"
707,120,"02-02-2020","Disponible"
708,120,"03-02-2020","Disponible"
709,120,"04-02-2020","Disponible"
710,120,"05-02-2020","Disponible"
711,120,"06-02-2020","Disponible"
712,120,"07-02-2020","Disponible"
713,120,"08-02-2020","Disponible"
714,121,"08-02-2020","Disponible"
715,122,"23-05-2020","Disponible"
716,122,"24-05-2020","Disponible"
717,123,"13-05-2020","Disponible"
718,123,"14-05-2020","Disponible"
719,123,"15-05-2020","Disponible"
720,123,"16-05-2020","Disponible"
721,123,"17-05-2020","Disponible"
722,123,"18-05-2020","Disponible"
723,123,"19-05-2020","Disponible"
724,123,"20-05-2020","Disponible"
725,123,"21-05-2020","Disponible"
726,123,"22-05-2020","Disponible"
727,123,"23-05-2020","Disponible"
728,123,"24-05-2020","Disponible"
729,123,"25-05-2020","Disponible"
730,123,"26-05-2020","Disponible"
731,124,"11-05-2020","Disponible"
732,124,"10-05-2020","Disponible"
733,125,"24-05-2020","Disponible"
734,125,"25-05-2020","Disponible"
735,125,"26-05-2020","Disponible"
736,125,"27-05-2020","Disponible"
737,125,"28-05-2020","Disponible"
738,125,"29-05-2020","Disponible"
739,125,"30-05-2020","Disponible"
740,125,"31-05-2020","Disponible"
741,126,"25-05-2020","Disponible"
742,126,"24-05-2020","Disponible"
743,127,"13-06-2020","Disponible"
744,127,"14-06-2020","Disponible"
745,128,"10-06-2020","Disponible"
746,128,"11-06-2020","Disponible"
747,128,"12-06-2020","Disponible"
748,128,"13-06-2020","Disponible"
749,128,"14-06-2020","Disponible"
750,128,"15-06-2020","Disponible"
751,128,"16-06-2020","Disponible"
752,128,"17-06-2020","Disponible"
753,128,"18-06-2020","Disponible"
754,128,"19-06-2020","Disponible"
755,128,"20-06-2020","Disponible"
756,128,"21-06-2020","Disponible"
757,128,"22-06-2020","Disponible"
758,129,"03-06-2020","Disponible"
759,129,"04-06-2020","Disponible"
760,129,"05-06-2020","Disponible"
761,129,"06-06-2020","Disponible"
762,129,"07-06-2020","Disponible"
763,129,"08-06-2020","Disponible"
764,130,"05-06-2020","Disponible"
765,130,"06-06-2020","Disponible"
766,130,"07-06-2020","Disponible"
767,130,"08-06-2020","Disponible"
768,130,"09-06-2020","Disponible"
769,130,"10-06-2020","Disponible"
770,130,"11-06-2020","Disponible"
771,131,"03-06-2020","Disponible"
772,131,"04-06-2020","Disponible"
773,131,"05-06-2020","Disponible"
