"ID_LOGEMENT","ID_HEBERGEMENT","TYPE","STATUT","DATE_CREATION","TARIF","NBR_PERSONNE_CONSEILLE","CAPACITE","NBR_PLACE_ADULTE","NBR_PLACE_ENFANT","TARIF_ADULTE","TARIF_ENFANT"
85,85,"Camping","Actif","10/10/2012",76.729232519865,6,76.729232519865,0,0,0,0
86,86,"Camping","Actif","10/10/2012",61.2099181488156,6,61.2099181488156,0,0,0,0
87,87,"Camping","Actif","10/10/2012",67.0089891925454,6,67.0089891925454,0,0,0,0
90,90,"Camping","Actif","10/10/2012",85.492832865566,6,85.492832865566,0,0,0,0
91,91,"Camping","Actif","10/10/2012",43.8159332424402,6,43.8159332424402,0,0,0,0
121,121,"Camping","Actif","10/10/2012",49.7311425209045,6,49.7311425209045,0,0,0,0
122,122,"Camping","Actif","10/10/2012",56.5488458611071,6,56.5488458611071,0,0,0,0
123,123,"Camping","Actif","10/10/2012",67.6250790432096,6,67.6250790432096,0,0,0,0
124,124,"Camping","Actif","10/10/2012",99.2249473370612,6,99.2249473370612,0,0,0,0
125,125,"Camping","Actif","10/10/2012",73.8274113833904,6,73.8274113833904,0,0,0,0
131,131,"Camping","Actif","10/10/2012",63.5894568264484,6,63.5894568264484,0,0,0,0
132,132,"Camping","Actif","10/10/2012",61.2472998350859,6,61.2472998350859,0,0,0,0
133,133,"Camping","Actif","10/10/2012",80.1890299469233,6,80.1890299469233,0,0,0,0
134,134,"Camping","Actif","10/10/2012",31.8432852625847,6,31.8432852625847,0,0,0,0
135,135,"Camping","Actif","10/10/2012",94.3170957639813,6,94.3170957639813,0,0,0,0
136,136,"Camping","Actif","10/10/2012",24.1370187886059,6,24.1370187886059,0,0,0,0
137,137,"Camping","Actif","10/10/2012",93.7317346967757,6,93.7317346967757,0,0,0,0
138,138,"Camping","Actif","10/10/2012",26.5547064132988,6,26.5547064132988,0,0,0,0
146,146,"Camping","Actif","10/10/2012",38.375386800617,6,38.375386800617,0,0,0,0
147,147,"Camping","Actif","10/10/2012",91.0264550708234,6,91.0264550708234,0,0,0,0
149,149,"Camping","Actif","10/10/2012",98.1745334900916,6,98.1745334900916,0,0,0,0
158,158,"Camping","Actif","10/10/2012",98.3231129683554,6,98.3231129683554,0,0,0,0
174,174,"Camping","Actif","10/10/2012",87.2740443609655,6,87.2740443609655,0,0,0,0
175,175,"Camping","Actif","10/10/2012",31.1655926518142,6,31.1655926518142,0,0,0,0
176,176,"Camping","Actif","10/10/2012",27.5669742189348,6,27.5669742189348,0,0,0,0
177,177,"Camping","Actif","10/10/2012",52.4963382072747,6,52.4963382072747,0,0,0,0
178,178,"Camping","Actif","10/10/2012",32.7324554882944,6,32.7324554882944,0,0,0,0
186,186,"Camping","Actif","10/10/2012",41.3701547682285,6,41.3701547682285,0,0,0,0
187,187,"Camping","Actif","10/10/2012",56.4504350163043,6,56.4504350163043,0,0,0,0
198,198,"Camping","Actif","10/10/2012",21.6525742597878,6,21.6525742597878,0,0,0,0
199,199,"Camping","Actif","10/10/2012",88.2319488190114,6,88.2319488190114,0,0,0,0
200,200,"Camping","Actif","10/10/2012",59.2803859524429,6,59.2803859524429,0,0,0,0
201,201,"Camping","Actif","10/10/2012",35.1904333382845,6,35.1904333382845,0,0,0,0
202,202,"Camping","Actif","10/10/2012",45.4127294197679,6,45.4127294197679,0,0,0,0
203,203,"Camping","Actif","10/10/2012",91.1222246848047,6,91.1222246848047,0,0,0,0
205,205,"Camping","Actif","10/10/2012",23.6165229603648,6,23.6165229603648,0,0,0,0
206,206,"Camping","Actif","10/10/2012",28.4202132374048,6,28.4202132374048,0,0,0,0
230,230,"Camping","Actif","10/10/2012",53.3044521324337,6,53.3044521324337,0,0,0,0
231,231,"Camping","Actif","10/10/2012",84.6721311844885,6,84.6721311844885,0,0,0,0
232,232,"Camping","Actif","10/10/2012",30.1969682984054,6,30.1969682984054,0,0,0,0
233,233,"Camping","Actif","10/10/2012",77.1310585923493,6,77.1310585923493,0,0,0,0
234,234,"Camping","Actif","10/10/2012",97.7266227267683,6,97.7266227267683,0,0,0,0
235,235,"Camping","Actif","10/10/2012",44.2880501039326,6,44.2880501039326,0,0,0,0
238,238,"Camping","Actif","10/10/2012",93.6940495297313,6,93.6940495297313,0,0,0,0
239,239,"Camping","Actif","10/10/2012",46.262245234102,6,46.262245234102,0,0,0,0
255,255,"Camping","Actif","10/10/2012",72.7210581302643,6,72.7210581302643,0,0,0,0
256,256,"Camping","Actif","10/10/2012",65.7946014218032,6,65.7946014218032,0,0,0,0
257,257,"Camping","Actif","10/10/2012",84.9852633289993,6,84.9852633289993,0,0,0,0
258,258,"Camping","Actif","10/10/2012",66.2164424732327,6,66.2164424732327,0,0,0,0
268,268,"Camping","Actif","10/10/2012",40.3230516426265,6,40.3230516426265,0,0,0,0
277,277,"Camping","Actif","10/10/2012",61.1812623590231,6,61.1812623590231,0,0,0,0
280,280,"Camping","Actif","10/10/2012",76.0281153023243,6,76.0281153023243,0,0,0,0
290,290,"Camping","Actif","10/10/2012",85.7334159500897,6,85.7334159500897,0,0,0,0
291,291,"Camping","Actif","10/10/2012",96.4804079197347,6,96.4804079197347,0,0,0,0
293,293,"Camping","Actif","10/10/2012",40.9734302200377,6,40.9734302200377,0,0,0,0
294,294,"Camping","Actif","10/10/2012",33.9577554166317,6,33.9577554166317,0,0,0,0
295,295,"Camping","Actif","10/10/2012",70.8852247521281,6,70.8852247521281,0,0,0,0
296,296,"Camping","Actif","10/10/2012",68.4249904938042,6,68.4249904938042,0,0,0,0
297,297,"Camping","Actif","10/10/2012",46.526388451457,6,46.526388451457,0,0,0,0
298,298,"Camping","Actif","10/10/2012",68.7170334160328,6,68.7170334160328,0,0,0,0
299,299,"Camping","Actif","10/10/2012",99.8040932044387,6,99.8040932044387,0,0,0,0
300,300,"Camping","Actif","10/10/2012",73.3180418796837,6,73.3180418796837,0,0,0,0
311,311,"Camping","Actif","10/10/2012",27.9624369367957,6,27.9624369367957,0,0,0,0
312,312,"Camping","Actif","10/10/2012",89.4038736261427,6,89.4038736261427,0,0,0,0
321,321,"Camping","Actif","10/10/2012",99.7763372957706,6,99.7763372957706,0,0,0,0
323,323,"Camping","Actif","10/10/2012",83.6557247675955,6,83.6557247675955,0,0,0,0
325,325,"Camping","Actif","10/10/2012",70.1622759364545,6,70.1622759364545,0,0,0,0
326,326,"Camping","Actif","10/10/2012",45.7821863144636,6,45.7821863144636,0,0,0,0
327,327,"Camping","Actif","10/10/2012",67.2868365235627,6,67.2868365235627,0,0,0,0
328,328,"Camping","Actif","10/10/2012",25.3632976301014,6,25.3632976301014,0,0,0,0
329,329,"Camping","Actif","10/10/2012",49.9062344990671,6,49.9062344990671,0,0,0,0
357,357,"Camping","Actif","10/10/2012",72.4384528771043,6,72.4384528771043,0,0,0,0
358,358,"Camping","Actif","10/10/2012",57.1951072476804,6,57.1951072476804,0,0,0,0
359,359,"Camping","Actif","10/10/2012",31.9271288067102,6,31.9271288067102,0,0,0,0
360,360,"Camping","Actif","10/10/2012",79.6749001927674,6,79.6749001927674,0,0,0,0
361,361,"Camping","Actif","10/10/2012",98.3518462069333,6,98.3518462069333,0,0,0,0
362,362,"Camping","Actif","10/10/2012",87.4513676762581,6,87.4513676762581,0,0,0,0
363,363,"Camping","Actif","10/10/2012",80.0099479220808,6,80.0099479220808,0,0,0,0
364,364,"Camping","Actif","10/10/2012",54.1713427938521,6,54.1713427938521,0,0,0,0
365,365,"Camping","Actif","10/10/2012",68.0426472239196,6,68.0426472239196,0,0,0,0
366,366,"Camping","Actif","10/10/2012",52.7562379837036,6,52.7562379837036,0,0,0,0
380,380,"Camping","Actif","10/10/2012",24.2524572834373,6,24.2524572834373,0,0,0,0
381,381,"Camping","Actif","10/10/2012",35.5323548056185,6,35.5323548056185,0,0,0,0
382,382,"Camping","Actif","10/10/2012",45.0830892659724,6,45.0830892659724,0,0,0,0
383,383,"Camping","Actif","10/10/2012",29.6265024133027,6,29.6265024133027,0,0,0,0
384,384,"Camping","Actif","10/10/2012",39.0229008346796,6,39.0229008346796,0,0,0,0
385,385,"Camping","Actif","10/10/2012",28.5255257412791,6,28.5255257412791,0,0,0,0
387,387,"Camping","Actif","10/10/2012",30.8300267904997,6,30.8300267904997,0,0,0,0
395,395,"Camping","Actif","10/10/2012",51.1187255568802,6,51.1187255568802,0,0,0,0
396,396,"Camping","Actif","10/10/2012",27.7687538601458,6,27.7687538601458,0,0,0,0
397,397,"Camping","Actif","10/10/2012",93.7235096096992,6,93.7235096096992,0,0,0,0
398,398,"Camping","Actif","10/10/2012",22.1209406480193,6,22.1209406480193,0,0,0,0
400,400,"Camping","Actif","10/10/2012",35.3108115680516,6,35.3108115680516,0,0,0,0
401,401,"Camping","Actif","10/10/2012",29.2393063753843,6,29.2393063753843,0,0,0,0
403,403,"Camping","Actif","10/10/2012",46.4786312170327,6,46.4786312170327,0,0,0,0
404,404,"Camping","Actif","10/10/2012",95.9452507272363,6,95.9452507272363,0,0,0,0
405,405,"Camping","Actif","10/10/2012",95.2592715807259,6,95.2592715807259,0,0,0,0
406,406,"Camping","Actif","10/10/2012",47.3985983431339,6,47.3985983431339,0,0,0,0
407,407,"Camping","Actif","10/10/2012",22.852558195591,6,22.852558195591,0,0,0,0
434,434,"Camping","Actif","10/10/2012",33.5852122120559,6,33.5852122120559,0,0,0,0
435,435,"Camping","Actif","10/10/2012",63.7219263799489,6,63.7219263799489,0,0,0,0
436,436,"Camping","Actif","10/10/2012",70.8217029646039,6,70.8217029646039,0,0,0,0
437,437,"Camping","Actif","10/10/2012",99.1024946048856,6,99.1024946048856,0,0,0,0
438,438,"Camping","Actif","10/10/2012",51.7554206773639,6,51.7554206773639,0,0,0,0
439,439,"Camping","Actif","10/10/2012",54.3060271255672,6,54.3060271255672,0,0,0,0
440,440,"Camping","Actif","10/10/2012",33.057199716568,6,33.057199716568,0,0,0,0
441,441,"Camping","Actif","10/10/2012",51.9803152047098,6,51.9803152047098,0,0,0,0
445,445,"Camping","Actif","10/10/2012",86.6012079641223,6,86.6012079641223,0,0,0,0
446,446,"Camping","Actif","10/10/2012",99.2596934735775,6,99.2596934735775,0,0,0,0
447,447,"Camping","Actif","10/10/2012",67.6458471268415,6,67.6458471268415,0,0,0,0
448,448,"Camping","Actif","10/10/2012",59.6418667770922,6,59.6418667770922,0,0,0,0
449,449,"Camping","Actif","10/10/2012",51.6854775138199,6,51.6854775138199,0,0,0,0
454,454,"Camping","Actif","10/10/2012",89.8017066158354,6,89.8017066158354,0,0,0,0
456,456,"Camping","Actif","10/10/2012",56.5689373761415,6,56.5689373761415,0,0,0,0
468,468,"Camping","Actif","10/10/2012",57.5632094778121,6,57.5632094778121,0,0,0,0
469,469,"Camping","Actif","10/10/2012",54.5238719694316,6,54.5238719694316,0,0,0,0
470,470,"Camping","Actif","10/10/2012",26.8912728503346,6,26.8912728503346,0,0,0,0
471,471,"Camping","Actif","10/10/2012",92.059919629246,6,92.059919629246,0,0,0,0
472,472,"Camping","Actif","10/10/2012",34.135120306164,6,34.135120306164,0,0,0,0
473,473,"Camping","Actif","10/10/2012",75.9263898059726,6,75.9263898059726,0,0,0,0
474,474,"Camping","Actif","10/10/2012",30.1711292006075,6,30.1711292006075,0,0,0,0
482,482,"Camping","Actif","10/10/2012",68.6256223358214,6,68.6256223358214,0,0,0,0
483,483,"Camping","Actif","10/10/2012",65.4380937293172,6,65.4380937293172,0,0,0,0
484,484,"Camping","Actif","10/10/2012",75.4379691742361,6,75.4379691742361,0,0,0,0
485,485,"Camping","Actif","10/10/2012",86.8560492061079,6,86.8560492061079,0,0,0,0
490,490,"Camping","Actif","10/10/2012",42.9639965668321,6,42.9639965668321,0,0,0,0
491,491,"Camping","Actif","10/10/2012",73.3100265823305,6,73.3100265823305,0,0,0,0
508,508,"Camping","Actif","10/10/2012",41.8507697992027,6,41.8507697992027,0,0,0,0
510,510,"Camping","Actif","10/10/2012",76.5147562883794,6,76.5147562883794,0,0,0,0
511,511,"Camping","Actif","10/10/2012",93.5731363855302,6,93.5731363855302,0,0,0,0
512,512,"Camping","Actif","10/10/2012",58.1632795929909,6,58.1632795929909,0,0,0,0
530,530,"Camping","Actif","10/10/2012",98.8987280987203,6,98.8987280987203,0,0,0,0
531,531,"Camping","Actif","10/10/2012",26.9251328893006,6,26.9251328893006,0,0,0,0
532,532,"Camping","Actif","10/10/2012",77.5751756504178,6,77.5751756504178,0,0,0,0
533,533,"Camping","Actif","10/10/2012",84.3296012654901,6,84.3296012654901,0,0,0,0
534,534,"Camping","Actif","10/10/2012",82.9838424362242,6,82.9838424362242,0,0,0,0
535,535,"Camping","Actif","10/10/2012",40.9294346347451,6,40.9294346347451,0,0,0,0
536,536,"Camping","Actif","10/10/2012",53.3379220589995,6,53.3379220589995,0,0,0,0
537,537,"Camping","Actif","10/10/2012",75.2748449146748,6,75.2748449146748,0,0,0,0
549,549,"Camping","Actif","10/10/2012",54.9486045911908,6,54.9486045911908,0,0,0,0
550,550,"Camping","Actif","10/10/2012",60.489551089704,6,60.489551089704,0,0,0,0
551,551,"Camping","Actif","10/10/2012",40.9084732271731,6,40.9084732271731,0,0,0,0
552,552,"Camping","Actif","10/10/2012",47.6447386667132,6,47.6447386667132,0,0,0,0
553,553,"Camping","Actif","10/10/2012",97.1777469664812,6,97.1777469664812,0,0,0,0
554,554,"Camping","Actif","10/10/2012",23.1544754095376,6,23.1544754095376,0,0,0,0
555,555,"Camping","Actif","10/10/2012",51.4365182071924,6,51.4365182071924,0,0,0,0
571,571,"Camping","Actif","10/10/2012",21.0383413173258,6,21.0383413173258,0,0,0,0
572,572,"Camping","Actif","10/10/2012",37.97238657251,6,37.97238657251,0,0,0,0
573,573,"Camping","Actif","10/10/2012",57.0429408550262,6,57.0429408550262,0,0,0,0
574,574,"Camping","Actif","10/10/2012",48.7815049290657,6,48.7815049290657,0,0,0,0
575,575,"Camping","Actif","10/10/2012",46.6744117066264,6,46.6744117066264,0,0,0,0
577,577,"Camping","Actif","10/10/2012",60.2697155810893,6,60.2697155810893,0,0,0,0
578,578,"Camping","Actif","10/10/2012",77.3429597727954,6,77.3429597727954,0,0,0,0
586,586,"Camping","Actif","10/10/2012",26.7559663020074,6,26.7559663020074,0,0,0,0
591,591,"Camping","Actif","10/10/2012",41.1254718527198,6,41.1254718527198,0,0,0,0
592,592,"Camping","Actif","10/10/2012",62.7863987721503,6,62.7863987721503,0,0,0,0
593,593,"Camping","Actif","10/10/2012",68.6555950716138,6,68.6555950716138,0,0,0,0
594,594,"Camping","Actif","10/10/2012",38.8473037816584,6,38.8473037816584,0,0,0,0
602,602,"Camping","Actif","10/10/2012",52.2861351445317,6,52.2861351445317,0,0,0,0
607,607,"Camping","Actif","10/10/2012",40.7449104078114,6,40.7449104078114,0,0,0,0
608,608,"Camping","Actif","10/10/2012",71.7610189318657,6,71.7610189318657,0,0,0,0
610,610,"Camping","Actif","10/10/2012",95.4967778921127,6,95.4967778921127,0,0,0,0
611,611,"Camping","Actif","10/10/2012",94.3316265381873,6,94.3316265381873,0,0,0,0
612,612,"Camping","Actif","10/10/2012",30.2857917919755,6,30.2857917919755,0,0,0,0
619,619,"Camping","Actif","10/10/2012",43.6410021223128,6,43.6410021223128,0,0,0,0
620,620,"Camping","Actif","10/10/2012",81.9349123723805,6,81.9349123723805,0,0,0,0
624,624,"Camping","Actif","10/10/2012",74.1395455226302,6,74.1395455226302,0,0,0,0
625,625,"Camping","Actif","10/10/2012",61.4296411164105,6,61.4296411164105,0,0,0,0
626,626,"Camping","Actif","10/10/2012",51.1337380297482,6,51.1337380297482,0,0,0,0
650,650,"Camping","Actif","10/10/2012",51.5935656614602,6,51.5935656614602,0,0,0,0
651,651,"Camping","Actif","10/10/2012",45.6718596629798,6,45.6718596629798,0,0,0,0
652,652,"Camping","Actif","10/10/2012",44.0731692314148,6,44.0731692314148,0,0,0,0
653,653,"Camping","Actif","10/10/2012",80.3549217060208,6,80.3549217060208,0,0,0,0
660,660,"Camping","Actif","10/10/2012",71.2130372412503,6,71.2130372412503,0,0,0,0
661,661,"Camping","Actif","10/10/2012",75.8666950464249,6,75.8666950464249,0,0,0,0
665,665,"Camping","Actif","10/10/2012",99.8076952248812,6,99.8076952248812,0,0,0,0
666,666,"Camping","Actif","10/10/2012",60.5440416745842,6,60.5440416745842,0,0,0,0
667,667,"Camping","Actif","10/10/2012",62.318892609328,6,62.318892609328,0,0,0,0
668,668,"Camping","Actif","10/10/2012",54.7180151194334,6,54.7180151194334,0,0,0,0
669,669,"Camping","Actif","10/10/2012",29.1297152638435,6,29.1297152638435,0,0,0,0
670,670,"Camping","Actif","10/10/2012",63.0145282670856,6,63.0145282670856,0,0,0,0
671,671,"Camping","Actif","10/10/2012",55.1591171137989,6,55.1591171137989,0,0,0,0
672,672,"Camping","Actif","10/10/2012",79.6926948055625,6,79.6926948055625,0,0,0,0
692,692,"Camping","Actif","10/10/2012",99.5449592545629,6,99.5449592545629,0,0,0,0
693,693,"Camping","Actif","10/10/2012",34.4467652030289,6,34.4467652030289,0,0,0,0
694,694,"Camping","Actif","10/10/2012",59.7258693911135,6,59.7258693911135,0,0,0,0
728,728,"Camping","Actif","10/10/2012",68.968608006835,6,68.968608006835,0,0,0,0
731,731,"Camping","Actif","10/10/2012",57.226557713002,6,57.226557713002,0,0,0,0
732,732,"Camping","Actif","10/10/2012",65.567992515862,6,65.567992515862,0,0,0,0
733,733,"Camping","Actif","10/10/2012",88.7884745374322,6,88.7884745374322,0,0,0,0
734,734,"Camping","Actif","10/10/2012",33.4969141148031,6,33.4969141148031,0,0,0,0
735,735,"Camping","Actif","10/10/2012",44.2987835779786,6,44.2987835779786,0,0,0,0
736,736,"Camping","Actif","10/10/2012",51.8663309328258,6,51.8663309328258,0,0,0,0
742,742,"Camping","Actif","10/10/2012",72.2376115061343,6,72.2376115061343,0,0,0,0
743,743,"Camping","Actif","10/10/2012",45.2236315794289,6,45.2236315794289,0,0,0,0
744,744,"Camping","Actif","10/10/2012",76.1495175585151,6,76.1495175585151,0,0,0,0
745,745,"Camping","Actif","10/10/2012",31.2998492643237,6,31.2998492643237,0,0,0,0
746,746,"Camping","Actif","10/10/2012",53.6205527931452,6,53.6205527931452,0,0,0,0
747,747,"Camping","Actif","10/10/2012",61.1740797199309,6,61.1740797199309,0,0,0,0
756,756,"Camping","Actif","10/10/2012",56.5276382490993,6,56.5276382490993,0,0,0,0
757,757,"Camping","Actif","10/10/2012",63.477238882333,6,63.477238882333,0,0,0,0
765,765,"Camping","Actif","10/10/2012",64.1255329921842,6,64.1255329921842,0,0,0,0
766,766,"Camping","Actif","10/10/2012",39.5379995927215,6,39.5379995927215,0,0,0,0
767,767,"Camping","Actif","10/10/2012",60.7842847891152,6,60.7842847891152,0,0,0,0
768,768,"Camping","Actif","10/10/2012",24.3382203765213,6,24.3382203765213,0,0,0,0
769,769,"Camping","Actif","10/10/2012",69.0270884335041,6,69.0270884335041,0,0,0,0
770,770,"Camping","Actif","10/10/2012",42.056977301836,6,42.056977301836,0,0,0,0
781,781,"Camping","Actif","10/10/2012",46.2308536656201,6,46.2308536656201,0,0,0,0
782,782,"Camping","Actif","10/10/2012",28.9073598571122,6,28.9073598571122,0,0,0,0
783,783,"Camping","Actif","10/10/2012",26.9241729751229,6,26.9241729751229,0,0,0,0
784,784,"Camping","Actif","10/10/2012",22.2674879431725,6,22.2674879431725,0,0,0,0
785,785,"Camping","Actif","10/10/2012",68.2513891346753,6,68.2513891346753,0,0,0,0
795,795,"Camping","Actif","10/10/2012",97.8391842916608,6,97.8391842916608,0,0,0,0
796,796,"Camping","Actif","10/10/2012",28.4672316163778,6,28.4672316163778,0,0,0,0
800,800,"Camping","Actif","10/10/2012",66.4301083981991,6,66.4301083981991,0,0,0,0
801,801,"Camping","Actif","10/10/2012",77.7680232748389,6,77.7680232748389,0,0,0,0
807,807,"Camping","Actif","10/10/2012",68.9994733035564,6,68.9994733035564,0,0,0,0
808,808,"Camping","Actif","10/10/2012",25.0559772737324,6,25.0559772737324,0,0,0,0
809,809,"Camping","Actif","10/10/2012",29.4802727922797,6,29.4802727922797,0,0,0,0
810,810,"Camping","Actif","10/10/2012",43.3956288918853,6,43.3956288918853,0,0,0,0
811,811,"Camping","Actif","10/10/2012",28.2131400331855,6,28.2131400331855,0,0,0,0
812,812,"Camping","Actif","10/10/2012",84.7341180592775,6,84.7341180592775,0,0,0,0
813,813,"Camping","Actif","10/10/2012",63.126952983439,6,63.126952983439,0,0,0,0
814,814,"Camping","Actif","10/10/2012",91.4988003857434,6,91.4988003857434,0,0,0,0
836,836,"Camping","Actif","10/10/2012",31.7552373930812,6,31.7552373930812,0,0,0,0
837,837,"Camping","Actif","10/10/2012",83.6175710335374,6,83.6175710335374,0,0,0,0
838,838,"Camping","Actif","10/10/2012",38.4068863280118,6,38.4068863280118,0,0,0,0
839,839,"Camping","Actif","10/10/2012",51.5219078958035,6,51.5219078958035,0,0,0,0
857,857,"Camping","Actif","10/10/2012",89.4546716287732,6,89.4546716287732,0,0,0,0
858,858,"Camping","Actif","10/10/2012",84.3199646286666,6,84.3199646286666,0,0,0,0
859,859,"Camping","Actif","10/10/2012",55.60557032004,6,55.60557032004,0,0,0,0
860,860,"Camping","Actif","10/10/2012",97.0768534578383,6,97.0768534578383,0,0,0,0
870,870,"Camping","Actif","10/10/2012",43.8562038913369,6,43.8562038913369,0,0,0,0
881,881,"Camping","Actif","10/10/2012",35.6907781772316,6,35.6907781772316,0,0,0,0
882,882,"Camping","Actif","10/10/2012",61.8178495950997,6,61.8178495950997,0,0,0,0
884,884,"Camping","Actif","10/10/2012",72.5149352662265,6,72.5149352662265,0,0,0,0
885,885,"Camping","Actif","10/10/2012",97.4281102791429,6,97.4281102791429,0,0,0,0
886,886,"Camping","Actif","10/10/2012",25.2175732702017,6,25.2175732702017,0,0,0,0
887,887,"Camping","Actif","10/10/2012",84.1130928136408,6,84.1130928136408,0,0,0,0
888,888,"Camping","Actif","10/10/2012",69.6137533150613,6,69.6137533150613,0,0,0,0
889,889,"Camping","Actif","10/10/2012",83.5738268308342,6,83.5738268308342,0,0,0,0
890,890,"Camping","Actif","10/10/2012",92.4213476292789,6,92.4213476292789,0,0,0,0
892,892,"Camping","Actif","10/10/2012",24.0814607962966,6,24.0814607962966,0,0,0,0
893,893,"Camping","Actif","10/10/2012",43.4689538553357,6,43.4689538553357,0,0,0,0
917,917,"Camping","Actif","10/10/2012",77.6037347875535,6,77.6037347875535,0,0,0,0
918,918,"Camping","Actif","10/10/2012",84.9831827171147,6,84.9831827171147,0,0,0,0
919,919,"Camping","Actif","10/10/2012",81.0535961389542,6,81.0535961389542,0,0,0,0
920,920,"Camping","Actif","10/10/2012",43.5928376577795,6,43.5928376577795,0,0,0,0
921,921,"Camping","Actif","10/10/2012",72.1718637272716,6,72.1718637272716,0,0,0,0
925,925,"Camping","Actif","10/10/2012",62.3709214478731,6,62.3709214478731,0,0,0,0
929,929,"Camping","Actif","10/10/2012",35.7070249132812,6,35.7070249132812,0,0,0,0
930,930,"Camping","Actif","10/10/2012",53.466128911823,6,53.466128911823,0,0,0,0
931,931,"Camping","Actif","10/10/2012",35.1065034791827,6,35.1065034791827,0,0,0,0
957,957,"Camping","Actif","10/10/2012",93.5060357674956,6,93.5060357674956,0,0,0,0
958,958,"Camping","Actif","10/10/2012",87.234296835959,6,87.234296835959,0,0,0,0
959,959,"Camping","Actif","10/10/2012",48.5680568777025,6,48.5680568777025,0,0,0,0
960,960,"Camping","Actif","10/10/2012",63.082572966814,6,63.082572966814,0,0,0,0
961,961,"Camping","Actif","10/10/2012",42.1129667386413,6,42.1129667386413,0,0,0,0
962,962,"Camping","Actif","10/10/2012",84.3657627701759,6,84.3657627701759,0,0,0,0
963,963,"Camping","Actif","10/10/2012",84.8124722205102,6,84.8124722205102,0,0,0,0
980,980,"Camping","Actif","10/10/2012",45.2581999264657,6,45.2581999264657,0,0,0,0
981,981,"Camping","Actif","10/10/2012",89.2550131119788,6,89.2550131119788,0,0,0,0
982,982,"Camping","Actif","10/10/2012",42.5807293131948,6,42.5807293131948,0,0,0,0
983,983,"Camping","Actif","10/10/2012",82.2403586469591,6,82.2403586469591,0,0,0,0
984,984,"Camping","Actif","10/10/2012",32.4081977829337,6,32.4081977829337,0,0,0,0
985,985,"Camping","Actif","10/10/2012",31.8908985704184,6,31.8908985704184,0,0,0,0
987,987,"Camping","Actif","10/10/2012",33.6898738518357,6,33.6898738518357,0,0,0,0
