"ID_CS","ID_SOIREE","NBR_PLACE","TARIF","NBR_PLACE_DISPO","STATUT"
54,36,288,41.126037001959,278,"Disponible"
55,37,447,49.5824149053078,437,"Disponible"
56,38,219,25.064731517341,209,"Disponible"
57,38,259,42.9124519258039,249,"Disponible"
58,39,361,53.3047233184334,351,"Disponible"
59,40,122,93.1334238557611,112,"Disponible"
60,40,277,25.8778030925896,267,"Disponible"
61,41,314,35.9897330985405,304,"Disponible"
62,42,419,47.3969391605351,409,"Disponible"
63,42,148,37.9694321396528,138,"Disponible"
64,43,373,61.6371552750934,363,"Disponible"
65,44,225,35.7256097951904,215,"Disponible"
66,44,130,47.8643909824314,120,"Disponible"
67,45,464,48.9475783775561,454,"Disponible"
68,46,131,53.0846455541905,121,"Disponible"
69,46,284,20.2372139785439,274,"Disponible"
70,47,117,47.9600838909391,107,"Disponible"
71,48,473,61.9293131807353,463,"Disponible"
72,48,150,27.2742530098185,140,"Disponible"
73,49,452,69.2623408569489,442,"Disponible"
74,50,120,26.7920057580341,110,"Disponible"
75,50,172,21.0903134051478,162,"Disponible"
76,51,343,88.5998372512404,333,"Disponible"
77,52,439,80.6917979731224,429,"Disponible"
78,52,339,33.1798718165373,329,"Disponible"
79,53,289,47.8789698914625,279,"Disponible"
80,54,305,83.6164254753385,295,"Disponible"
81,54,406,39.259790990036,396,"Disponible"
82,55,455,96.8016967584845,445,"Disponible"
83,56,405,67.3022044764366,395,"Disponible"
84,56,311,42.9024042154197,301,"Disponible"
85,57,306,61.4749328815378,296,"Disponible"
86,58,162,64.5205755077768,152,"Disponible"
87,58,319,22.8305242577335,309,"Disponible"
88,59,256,42.651664186269,246,"Disponible"
89,60,488,94.1418483387679,478,"Disponible"
90,60,238,40.3000414720736,228,"Disponible"
91,61,323,59.2707864474505,313,"Disponible"
92,62,223,51.0565684176981,213,"Disponible"
93,62,275,14.5245079649612,265,"Disponible"
94,63,169,82.8267255681567,159,"Disponible"
95,64,180,54.9150150909554,170,"Disponible"
96,64,174,41.6545165120624,164,"Disponible"
97,65,308,93.6615661426913,298,"Disponible"
98,66,355,69.2845845595002,345,"Disponible"
99,66,400,48.0952110898215,390,"Disponible"
100,67,460,73.7038139603101,450,"Disponible"
101,68,395,87.1865846915171,385,"Disponible"
102,68,333,34.099673765013,323,"Disponible"
103,69,261,39.1531274595764,251,"Disponible"
104,70,431,41.0279000585433,421,"Disponible"
105,70,176,33.3616313000675,166,"Disponible"
106,71,390,92.6020432205405,380,"Disponible"
107,72,148,55.5411758599803,138,"Disponible"
108,72,220,41.9011288846377,210,"Disponible"
109,73,211,84.6207043563481,201,"Disponible"
110,74,139,28.3123046858236,129,"Disponible"
111,74,269,26.7786682699807,259,"Disponible"
112,75,341,74.684616108425,331,"Disponible"
113,76,164,84.3122906750068,154,"Disponible"
114,76,234,30.8995730854804,224,"Disponible"
115,77,454,66.5145884326193,444,"Disponible"
116,78,322,59.4902437413111,312,"Disponible"
117,78,472,40.9156770765549,462,"Disponible"
118,79,401,41.639086836949,391,"Disponible"
119,80,495,37.8206157998648,485,"Disponible"
120,80,245,27.2171946358867,235,"Disponible"
121,81,281,35.0449566845782,271,"Disponible"
122,82,245,77.5512108753901,235,"Disponible"
123,82,405,23.9263009978458,395,"Disponible"
124,83,145,26.844915212132,135,"Disponible"
125,84,324,36.0049391456414,314,"Disponible"
126,84,182,40.48612799088,172,"Disponible"
127,85,391,71.7691307654604,381,"Disponible"
128,86,478,25.3742808941752,468,"Disponible"
129,86,450,49.9080637498992,440,"Disponible"
130,87,204,59.8472800746094,194,"Disponible"
131,88,374,47.810000309255,364,"Disponible"
132,88,125,38.648638970335,115,"Disponible"
133,89,140,27.403348160442,130,"Disponible"
134,90,218,96.6659324010834,208,"Disponible"
135,90,267,40.5242937034927,257,"Disponible"
136,91,390,55.9979126264807,380,"Disponible"
137,92,416,45.0836191012058,406,"Disponible"
138,92,430,36.6683422616916,420,"Disponible"
139,93,374,96.3468747853767,364,"Disponible"
140,94,216,64.4060355960391,206,"Disponible"
141,94,266,36.8145484448178,256,"Disponible"
142,95,316,99.8300678620581,306,"Disponible"
143,96,159,29.4163922313601,149,"Disponible"
144,96,110,13.5292783525074,100,"Disponible"
145,97,270,81.7171933304053,260,"Disponible"
146,98,400,64.0163282107096,390,"Disponible"
147,98,169,34.6103696268983,159,"Disponible"
148,99,485,64.8276772117242,475,"Disponible"
149,100,269,67.3050364246592,259,"Disponible"
150,100,191,46.8701600650093,181,"Disponible"
151,101,491,95.8949683699757,481,"Disponible"
152,102,487,53.5856238391716,477,"Disponible"
153,102,197,48.0471228278475,187,"Disponible"
154,103,290,46.8267644930165,280,"Disponible"
155,104,247,85.5202779173851,237,"Disponible"
156,104,148,36.4430513727712,138,"Disponible"
157,105,182,71.8272953410633,172,"Disponible"
158,106,499,72.6243327313568,489,"Disponible"
159,106,140,24.4897120282985,130,"Disponible"
160,107,294,26.013942604186,284,"Disponible"
161,108,124,32.6412422349676,114,"Disponible"
162,108,433,27.9557699541328,423,"Disponible"
163,109,216,57.0055572607089,206,"Disponible"
164,110,424,75.8574036357459,414,"Disponible"
165,110,464,49.8567826813087,454,"Disponible"
166,111,389,61.6194675210863,379,"Disponible"
167,112,225,98.9710629568435,215,"Disponible"
168,112,490,45.5556553788483,480,"Disponible"
169,113,288,28.4051686292514,278,"Disponible"
170,114,508,65.757716842927,498,"Disponible"
171,114,304,15.4475889663445,294,"Disponible"
172,115,196,86.867965082638,186,"Disponible"
173,116,236,66.1031217663549,226,"Disponible"
174,116,208,48.6713409685763,198,"Disponible"
175,117,188,56.8427121965215,178,"Disponible"
176,118,480,95.9993910451885,470,"Disponible"
177,118,332,44.8173149983631,322,"Disponible"
178,119,258,34.6391988976393,248,"Disponible"
179,120,266,68.249093357008,256,"Disponible"
180,120,425,12.643105717143,415,"Disponible"
181,121,167,48.8770423573442,157,"Disponible"
182,122,220,76.4963718305808,210,"Disponible"
183,122,145,45.8186096773716,135,"Disponible"
184,123,168,58.4595754859038,158,"Disponible"
185,124,135,48.2114944665227,125,"Disponible"
186,124,160,34.6100656606723,150,"Disponible"
187,125,203,63.2880247663707,193,"Disponible"
188,126,116,93.9355048292782,106,"Disponible"
189,126,446,24.4087703642435,436,"Disponible"
190,127,290,44.4114273472223,280,"Disponible"
191,128,131,74.2183919355739,121,"Disponible"
192,128,461,43.6585622868733,451,"Disponible"
193,129,320,93.3653520245571,310,"Disponible"
194,130,313,26.7886443354655,303,"Disponible"
195,130,457,30.9232244675513,447,"Disponible"
196,131,314,47.1945499710273,304,"Disponible"
197,132,284,52.6324727514293,274,"Disponible"
198,132,181,43.6031095712679,171,"Disponible"
199,133,112,64.5295119087677,102,"Disponible"
200,134,411,99.3852508952841,401,"Disponible"
201,134,151,48.030674023903,141,"Disponible"
202,135,233,76.9806043652352,223,"Disponible"
203,136,232,66.4876061782707,222,"Disponible"
204,136,172,48.4580128540983,162,"Disponible"
205,137,290,39.1438030812424,280,"Disponible"
206,138,337,60.1341413508635,327,"Disponible"
207,138,171,27.8618018433917,161,"Disponible"
208,139,455,94.2008515412454,445,"Disponible"
209,140,492,81.0022695688531,482,"Disponible"
210,140,425,45.2223676664289,415,"Disponible"
211,141,118,79.4336960301735,108,"Disponible"
212,142,472,86.8343282607384,462,"Disponible"
213,142,401,27.9957027029013,391,"Disponible"
214,143,167,58.9941226295196,157,"Disponible"
215,144,264,39.0687896229792,254,"Disponible"
216,144,359,43.4434484428493,349,"Disponible"
217,145,346,89.5929950929713,336,"Disponible"
218,146,341,74.4971587206237,331,"Disponible"
219,146,138,44.5881793566514,128,"Disponible"
220,147,229,53.2917857635766,219,"Disponible"
221,148,461,59.8229061812162,451,"Disponible"
222,148,257,20.2147267205874,247,"Disponible"
223,149,308,91.054847324267,298,"Disponible"
224,150,209,96.1582414864097,199,"Disponible"
225,150,322,15.1225587207591,312,"Disponible"
226,151,397,54.6287639299408,387,"Disponible"
227,152,399,74.5861919946037,389,"Disponible"
228,152,490,16.7229573155055,480,"Disponible"
229,153,418,28.3990681928117,408,"Disponible"
230,154,455,72.884129016893,445,"Disponible"
231,154,487,21.1581803130684,477,"Disponible"
232,155,252,70.8553088246845,242,"Disponible"
233,156,228,57.7919942850713,218,"Disponible"
234,156,263,28.2044000341557,253,"Disponible"
235,157,482,46.4993103756569,472,"Disponible"
236,158,490,44.8332187719643,480,"Disponible"
237,158,272,35.3538737486815,262,"Disponible"
238,159,113,66.6317621653434,103,"Disponible"
239,160,388,60.7078859058674,378,"Disponible"
240,160,436,25.971675090841,426,"Disponible"
241,161,374,48.3625760185532,364,"Disponible"
242,162,333,42.0506414433476,323,"Disponible"
243,162,454,15.0335529673612,444,"Disponible"
244,163,256,97.7028780558612,246,"Disponible"
245,164,114,50.84520468954,104,"Disponible"
246,164,145,49.3904381495668,135,"Disponible"
247,165,120,83.7086866551545,110,"Disponible"
248,166,289,52.3376376135275,279,"Disponible"
249,166,502,35.9633704647422,492,"Disponible"
250,167,274,88.4235583886039,264,"Disponible"
251,168,438,76.7343545972835,428,"Disponible"
252,168,385,44.6717123733833,375,"Disponible"
253,169,203,90.5297723424155,193,"Disponible"
254,170,464,78.3684952941258,454,"Disponible"
255,170,389,13.704483222682,379,"Disponible"
256,171,505,78.9390711230226,495,"Disponible"
257,172,435,42.5786275824066,425,"Disponible"
258,172,313,13.726892057457,303,"Disponible"
259,173,229,27.9526196361985,219,"Disponible"
260,174,290,93.9488899428397,280,"Disponible"
261,174,111,49.6332282258663,101,"Disponible"
262,175,390,46.1142549815122,380,"Disponible"
263,176,199,69.8389265802689,189,"Disponible"
264,176,413,16.2111647601705,403,"Disponible"
265,177,450,38.0961542075966,440,"Disponible"
266,178,501,76.8738332553767,491,"Disponible"
267,178,274,20.3295476705534,264,"Disponible"
268,179,394,55.9853183629457,384,"Disponible"
269,180,233,45.1825154828839,223,"Disponible"
270,180,495,39.5676875778008,485,"Disponible"
271,181,263,52.516223891871,253,"Disponible"
272,182,238,58.079785812879,228,"Disponible"
273,182,243,38.6755929968785,233,"Disponible"
274,183,367,78.6087526998017,357,"Disponible"
275,184,420,32.9546085908078,410,"Disponible"
276,184,411,21.8280081171542,401,"Disponible"
277,185,199,33.8676300772931,189,"Disponible"
278,186,211,32.6587962103076,201,"Disponible"
279,186,395,19.9629279144574,385,"Disponible"
280,187,162,98.6533358111046,152,"Disponible"
281,188,295,54.7239683626685,285,"Disponible"
282,188,170,36.2757833267096,160,"Disponible"
283,189,452,89.1566805366892,442,"Disponible"
284,190,115,28.4807701129466,105,"Disponible"
285,190,196,17.4576114135562,186,"Disponible"
286,191,148,47.6520485302899,138,"Disponible"
287,192,484,75.3129511082079,474,"Disponible"
288,192,211,28.2381879747845,201,"Disponible"
289,193,194,34.0918794798199,184,"Disponible"
290,194,248,36.154137738049,238,"Disponible"
291,194,427,17.6174435764551,417,"Disponible"
292,195,294,61.1770565272309,284,"Disponible"
293,196,261,97.6497868890874,251,"Disponible"
294,196,296,28.8358267513104,286,"Disponible"
295,197,223,31.5520343137905,213,"Disponible"
296,198,117,38.057494914392,107,"Disponible"
297,198,439,39.216992398724,429,"Disponible"
298,199,499,34.3496897432487,489,"Disponible"
299,200,200,52.0278631476685,190,"Disponible"
300,200,131,34.5475470880046,121,"Disponible"
301,201,143,97.7594230556861,133,"Disponible"
302,202,256,88.9929370197933,246,"Disponible"
303,202,240,13.2378955895547,230,"Disponible"
304,203,462,61.2061750667635,452,"Disponible"
305,204,118,69.1299759200774,108,"Disponible"
306,204,447,35.1850728271529,437,"Disponible"
307,205,281,65.0917457533069,271,"Disponible"
308,206,176,80.1722482894547,166,"Disponible"
309,206,206,20.4038080672035,196,"Disponible"
310,207,445,67.0484138594475,435,"Disponible"
311,208,134,35.2627712651156,124,"Disponible"
312,208,141,13.1522722484078,131,"Disponible"
313,209,396,73.1353601848241,386,"Disponible"
314,210,491,63.5249860410113,481,"Disponible"
315,210,276,12.7353604708333,266,"Disponible"
316,211,327,91.1752956744749,317,"Disponible"
317,212,197,32.680949108908,187,"Disponible"
318,212,467,16.3462042663014,457,"Disponible"
319,213,264,26.4296746288892,254,"Disponible"
320,214,412,93.0231611593626,402,"Disponible"
321,214,351,47.6933601341443,341,"Disponible"
322,215,507,33.5698951501399,497,"Disponible"
323,216,150,69.9148665880784,140,"Disponible"
324,216,471,29.0277438878547,461,"Disponible"
325,217,164,74.1646798967849,154,"Disponible"
326,218,201,55.2025643992238,191,"Disponible"
327,218,160,37.3877938312944,150,"Disponible"
328,219,218,77.4636661575641,208,"Disponible"
329,220,138,73.3616936253384,128,"Disponible"
330,220,308,28.6997105285991,298,"Disponible"
331,221,331,92.365450784564,321,"Disponible"
332,222,152,43.570758291753,142,"Disponible"
333,222,237,33.4659640095197,227,"Disponible"
334,223,441,95.7094336859882,431,"Disponible"
335,224,498,28.5299302719068,488,"Disponible"
336,224,396,45.7441361097153,386,"Disponible"
337,225,204,94.2000681126956,194,"Disponible"
338,226,208,93.929963989649,198,"Disponible"
339,226,484,17.1433963201707,474,"Disponible"
340,227,122,59.3239538895432,112,"Disponible"
341,228,174,45.1047734008171,164,"Disponible"
342,228,507,14.9237709032604,497,"Disponible"
343,229,248,49.2010867688805,238,"Disponible"
344,230,389,87.1619064826518,379,"Disponible"
345,230,384,38.2721718924586,374,"Disponible"
346,231,324,92.0174764585681,314,"Disponible"
347,232,267,44.101622531889,257,"Disponible"
348,232,488,49.8925680381944,478,"Disponible"
349,233,257,27.8926933242474,247,"Disponible"
350,234,338,53.1266119272914,328,"Disponible"
351,234,359,31.2696229520952,349,"Disponible"
352,235,506,57.7219971863087,496,"Disponible"
353,236,224,76.7087976331823,214,"Disponible"
354,236,476,16.5968145185616,466,"Disponible"
355,237,150,69.8957328335382,140,"Disponible"
356,238,426,74.0012055437546,416,"Disponible"
357,238,493,42.7278339426266,483,"Disponible"
358,239,176,95.3476373048034,166,"Disponible"
359,240,173,36.1676143715158,163,"Disponible"
360,240,336,44.3541761953384,326,"Disponible"
361,241,472,66.8784699169919,462,"Disponible"
362,242,197,90.087343606865,187,"Disponible"
363,242,434,23.4669889177894,424,"Disponible"
364,243,436,39.2099429853261,426,"Disponible"
365,244,272,51.6272159118671,262,"Disponible"
366,244,223,26.3829598348821,213,"Disponible"
367,245,300,26.3443713542074,290,"Disponible"
368,246,196,34.399599279277,186,"Disponible"
369,246,194,44.5073782204418,184,"Disponible"
370,247,367,70.4042386612855,357,"Disponible"
371,248,119,40.2576427091844,109,"Disponible"
372,248,189,15.9696498856647,179,"Disponible"
373,249,369,81.7728034686297,359,"Disponible"
374,250,410,40.4301707749255,400,"Disponible"
375,250,216,42.6177656365326,206,"Disponible"
376,251,209,93.0752945016138,199,"Disponible"
377,252,444,83.1509157898836,434,"Disponible"
378,252,297,47.5828751601512,287,"Disponible"
379,253,347,64.4829202443361,337,"Disponible"
380,254,272,81.3807521015406,262,"Disponible"
381,254,380,19.6295588539215,370,"Disponible"
382,255,310,44.3041349004488,300,"Disponible"
383,256,246,84.7727398737334,236,"Disponible"
384,256,221,24.2657402937766,211,"Disponible"
385,257,455,77.2710497258231,445,"Disponible"
386,258,314,36.5574095398188,304,"Disponible"
387,258,173,15.9417246410158,163,"Disponible"
388,259,365,93.851149774855,355,"Disponible"
389,260,311,90.4097321035806,301,"Disponible"
390,260,242,28.4999859286472,232,"Disponible"
391,261,494,92.3904392286204,484,"Disponible"
392,262,340,90.3566502092872,330,"Disponible"
393,262,147,30.734782241052,137,"Disponible"
394,263,317,35.3593613312114,307,"Disponible"
395,264,459,72.1166967879981,449,"Disponible"
396,264,465,28.655990966945,455,"Disponible"
397,265,360,69.9944845051505,350,"Disponible"
398,266,509,66.9909811462276,499,"Disponible"
399,266,352,37.6251094334293,342,"Disponible"
400,267,505,52.7623974892776,495,"Disponible"
401,268,422,88.2315338065382,412,"Disponible"
402,268,409,43.2522375078406,399,"Disponible"
403,269,170,66.7128339060582,160,"Disponible"
404,270,278,74.9767586472444,268,"Disponible"
405,270,378,24.2184007016476,368,"Disponible"
406,271,124,65.1686711935326,114,"Disponible"
407,272,187,74.2039423552342,177,"Disponible"
408,272,487,32.3025878926273,477,"Disponible"
409,273,117,94.7604609420523,107,"Disponible"
410,274,492,74.2644819431007,482,"Disponible"
411,274,334,40.539013032685,324,"Disponible"
412,275,142,52.0639609836508,132,"Disponible"
413,276,267,83.6715004988946,257,"Disponible"
414,276,448,29.6411896764766,438,"Disponible"
415,277,252,82.7143136470113,242,"Disponible"
416,278,419,32.7153006626759,409,"Disponible"
417,278,198,33.7154477427248,188,"Disponible"
418,279,246,85.3031547390856,236,"Disponible"
419,280,371,92.412943940144,361,"Disponible"
420,280,330,31.2881371966796,320,"Disponible"
421,281,139,80.7399935496505,129,"Disponible"
422,282,248,94.5481963863131,238,"Disponible"
423,282,388,26.9201968971174,378,"Disponible"
424,283,339,32.4200956034474,329,"Disponible"
425,284,414,36.957717203768,404,"Disponible"
426,284,159,33.8295942376135,149,"Disponible"
427,285,112,52.5820585375186,102,"Disponible"
428,286,297,58.6812369234394,287,"Disponible"
429,286,502,25.5407476273831,492,"Disponible"
430,287,354,88.3464763290249,344,"Disponible"
431,288,386,68.7641250202432,376,"Disponible"
432,288,320,29.6939943480538,310,"Disponible"
433,289,478,37.7494108863175,468,"Disponible"
434,290,394,80.7288560608868,384,"Disponible"
435,290,441,32.2784871357726,431,"Disponible"
436,291,140,40.0625532318372,130,"Disponible"
437,292,336,56.2894466391299,326,"Disponible"
438,292,204,32.0731891028117,194,"Disponible"
439,293,273,32.2941220772918,263,"Disponible"
440,294,371,87.3053213173989,361,"Disponible"
441,294,347,35.1777536794543,337,"Disponible"
442,295,322,75.1871270069387,312,"Disponible"
443,296,449,77.361042884877,439,"Disponible"
444,296,229,47.0062146196142,219,"Disponible"
445,297,156,26.1100535048172,146,"Disponible"
446,298,181,97.6720869075507,171,"Disponible"
447,298,384,39.3658079992747,374,"Disponible"
448,299,130,39.1731807438191,120,"Disponible"
449,300,136,27.1178189781494,126,"Disponible"
450,300,139,48.4752802032745,129,"Disponible"
451,301,171,74.3461751670111,161,"Disponible"
452,302,433,99.2405790893827,423,"Disponible"
453,302,433,34.3120232311776,423,"Disponible"
454,303,230,31.983222742565,220,"Disponible"
455,304,501,84.0966297022533,491,"Disponible"
456,304,338,39.820785910706,328,"Disponible"
457,305,243,67.9121698194649,233,"Disponible"
458,306,194,41.9581765308976,184,"Disponible"
459,306,504,25.6723823345965,494,"Disponible"
460,307,192,28.8746631587856,182,"Disponible"
461,308,143,88.9589633152355,133,"Disponible"
462,308,329,43.0570294352947,319,"Disponible"
463,309,422,58.6153827025555,412,"Disponible"
464,310,208,67.7725207468029,198,"Disponible"
465,310,384,48.6531715869205,374,"Disponible"
466,311,395,77.6122180512175,385,"Disponible"
467,312,339,46.6075367236044,329,"Disponible"
468,312,130,42.5638113869354,120,"Disponible"
469,313,196,36.410212458577,186,"Disponible"
470,314,251,96.1000028182752,241,"Disponible"
471,314,286,15.4277242923854,276,"Disponible"
472,315,300,51.2398595630657,290,"Disponible"
473,316,148,48.044819169445,138,"Disponible"
474,316,129,21.287147156545,119,"Disponible"
475,317,188,72.7830095100217,178,"Disponible"
476,318,162,96.9441694673151,152,"Disponible"
477,318,402,47.9533575242385,392,"Disponible"
478,319,421,44.7179626440629,411,"Disponible"
479,320,242,91.3102445600089,232,"Disponible"
480,320,229,47.7753877959913,219,"Disponible"
481,321,440,67.169896379346,430,"Disponible"
482,322,360,46.8075646786019,350,"Disponible"
483,322,202,18.7982484290842,192,"Disponible"
484,323,439,75.1376354135573,429,"Disponible"
485,324,209,75.5099520611111,199,"Disponible"
486,324,203,43.3338651346276,193,"Disponible"
487,325,374,72.5491850927938,364,"Disponible"
488,326,174,86.3120044989046,164,"Disponible"
489,326,289,36.0811255523004,279,"Disponible"
490,327,224,68.4363972337451,214,"Disponible"
491,328,450,59.8683363234159,440,"Disponible"
492,328,386,48.5308699891903,376,"Disponible"
493,329,164,58.385595359141,154,"Disponible"
494,330,476,36.6429440153297,466,"Disponible"
495,330,141,45.0023851066362,131,"Disponible"
496,331,405,34.671065286966,395,"Disponible"
497,332,205,29.6834260283504,195,"Disponible"
498,332,504,30.2351313439431,494,"Disponible"
499,333,347,78.9847973035648,337,"Disponible"
500,334,442,35.8815055456944,432,"Disponible"
501,334,284,14.2364894098137,274,"Disponible"
502,335,431,36.5350436361041,421,"Disponible"
503,336,364,93.5045732010622,354,"Disponible"
504,336,290,27.4817037163302,280,"Disponible"
505,337,327,69.085820420878,317,"Disponible"
506,338,244,63.4557572659105,234,"Disponible"
507,338,321,27.870318852365,311,"Disponible"
508,339,124,58.1929256848525,114,"Disponible"
509,340,464,72.0958068501204,454,"Disponible"
510,340,190,37.0368081494235,180,"Disponible"
511,341,337,36.8933037098031,327,"Disponible"
512,342,229,80.6838738091756,219,"Disponible"
513,342,380,14.3909513833933,370,"Disponible"
514,343,394,63.8738321897108,384,"Disponible"
515,344,350,71.0958957963157,340,"Disponible"
516,344,399,23.7935593555449,389,"Disponible"
517,345,152,54.5366009755526,142,"Disponible"
518,346,202,93.8050637836568,192,"Disponible"
519,346,454,17.2076724033104,444,"Disponible"
520,347,478,35.3044842078816,468,"Disponible"
521,348,303,71.9591328292154,293,"Disponible"
522,348,313,17.1843931253534,303,"Disponible"
523,349,435,29.4615106889978,425,"Disponible"
524,350,219,58.1800614716485,209,"Disponible"
525,350,466,26.2665874470258,456,"Disponible"
526,351,140,53.566507861251,130,"Disponible"
527,352,375,80.9351211995818,365,"Disponible"
528,352,120,17.7841877186438,110,"Disponible"
529,353,378,82.4228607641999,368,"Disponible"
530,354,162,68.3662421884947,152,"Disponible"
531,354,141,22.7346809406299,131,"Disponible"
532,355,349,68.320980889257,339,"Disponible"
533,356,418,74.9949176039081,408,"Disponible"
534,356,375,36.1336095724255,365,"Disponible"
535,357,500,52.4326037382707,490,"Disponible"
536,358,507,59.1947986977175,497,"Disponible"
537,358,299,16.7293078819057,289,"Disponible"
538,359,390,27.6492613425944,380,"Disponible"
539,360,221,51.6394223552197,211,"Disponible"
540,360,309,28.3693460834911,299,"Disponible"
541,361,264,50.0721134536434,254,"Disponible"
542,362,217,71.2677471106872,207,"Disponible"
543,362,499,46.5313907974632,489,"Disponible"
544,363,411,77.1290118631441,401,"Disponible"
545,364,237,63.1826860189904,227,"Disponible"
546,364,326,35.2716602879809,316,"Disponible"
547,365,301,61.5854910924099,291,"Disponible"
548,366,502,30.0943702750374,492,"Disponible"
549,366,358,21.4529661636334,348,"Disponible"
550,367,356,95.2092004648875,346,"Disponible"
551,368,140,72.1887450257782,130,"Disponible"
552,368,140,37.2646085452288,130,"Disponible"
553,369,414,31.2805047607981,404,"Disponible"
554,370,260,91.8463282287121,250,"Disponible"
555,370,228,48.4240811201744,218,"Disponible"
556,371,116,99.1731230868027,106,"Disponible"
557,372,193,98.0247832660098,183,"Disponible"
558,372,424,32.0150482759345,414,"Disponible"
559,373,314,60.1487121195532,304,"Disponible"
560,374,224,99.3500739161391,214,"Disponible"
561,374,182,27.7327134448569,172,"Disponible"
562,375,336,85.1667926297523,326,"Disponible"
563,376,501,26.3208084972575,491,"Disponible"
564,376,390,43.5703131137416,380,"Disponible"
565,377,368,30.0776053685695,358,"Disponible"
566,378,340,55.4140730819199,330,"Disponible"
567,378,259,32.5298607873265,249,"Disponible"
568,379,192,98.1442130403593,182,"Disponible"
569,380,372,30.497420305619,362,"Disponible"
570,380,369,33.953756923438,359,"Disponible"
571,381,423,50.9928332990967,413,"Disponible"
572,382,370,90.6541174394079,360,"Disponible"
573,382,229,46.1757132667117,219,"Disponible"
574,383,139,28.2195227802731,129,"Disponible"
575,384,318,87.3698754352517,308,"Disponible"
576,384,245,42.4121191434097,235,"Disponible"
577,385,399,58.5506437986623,389,"Disponible"
578,386,133,85.8119824319147,123,"Disponible"
579,386,283,44.7729573992547,273,"Disponible"
580,387,486,59.4150087039452,476,"Disponible"
581,388,210,86.0291089105885,200,"Disponible"
582,388,134,27.227775575011,124,"Disponible"
583,389,146,34.2966289957985,136,"Disponible"
584,390,209,65.9477039065678,199,"Disponible"
585,390,162,16.0065444477368,152,"Disponible"
586,391,234,31.3720317033585,224,"Disponible"
587,392,331,29.2856778309215,321,"Disponible"
588,392,410,12.7409605949651,400,"Disponible"
589,393,378,64.0980171388946,368,"Disponible"
590,394,228,52.6075552741531,218,"Disponible"
591,394,150,19.512650714023,140,"Disponible"
592,395,161,80.0990114978049,151,"Disponible"
593,396,117,28.8989195134491,107,"Disponible"
594,396,130,19.7133624751586,120,"Disponible"
595,397,206,72.3264310392551,196,"Disponible"
596,398,257,72.6259925228078,247,"Disponible"
597,398,272,42.3533668043092,262,"Disponible"
598,399,478,87.5068027991802,468,"Disponible"
599,400,329,71.7064127558842,319,"Disponible"
600,400,291,21.3055278320098,281,"Disponible"
601,401,126,68.891663919203,116,"Disponible"
602,402,288,43.7117750290781,278,"Disponible"
603,402,161,19.896981221973,151,"Disponible"
604,403,141,66.1892448260915,131,"Disponible"
605,404,301,87.9889050032943,291,"Disponible"
606,404,110,33.2011263497407,100,"Disponible"
607,405,356,62.2586610144936,346,"Disponible"
